grid,alt,average_lap_time,minimum_lap_time,PRCP,TAVG,TMAX,TMIN,country_CompletionStatus_1,nationality_CompletionStatus_1,binned_circuits_CompletionStatus_1,trackType_CompletionStatus_1,country_CompletionStatus_2,nationality_CompletionStatus_2,binned_circuits_CompletionStatus_2,trackType_CompletionStatus_2
14,130,93001.49090909088,89035,0.0,79.0,88.0,71.0,0.15976331360946747,0.26,0.21361058601134214,0.2372434830837493,0.8402366863905325,0.74,0.7863894139886578,0.7627565169162507
4,109,89242.86363636363,83089,0.0,65.0,69.0,60.0,0.2196969696969697,0.292358803986711,0.2534509202453988,0.2372434830837493,0.7803030303030303,0.7076411960132891,0.7465490797546013,0.7627565169162507
14,18,111167.94545454544,105345,0.0,83.0,91.0,75.0,0.2607594936708861,0.1484375,0.23568649249583104,0.2372434830837493,0.739240506329114,0.8515625,0.7643135075041689,0.7627565169162507
16,7,81438.5,77403,0.11,55.0,63.0,48.0,0.3515625,0.33695652173913043,0.2534509202453988,0.2870452528837622,0.6484375,0.6630434782608695,0.7465490797546013,0.7129547471162379
8,13,209910.8,79138,0.0,57.0,66.0,44.0,0.3347368421052632,0.20956576463184395,0.2775876817792985,0.2870452528837622,0.6652631578947369,0.7904342353681558,0.7224123182207014,0.7129547471162379
12,18,119125.31147540985,110328,0.0,85.0,90.0,80.0,0.2191235059760956,0.2583941605839416,0.24474959612277866,0.2870452528837622,0.7808764940239044,0.7416058394160584,0.7552504038772213,0.7129547471162379
13,432,97699.05769230767,94754,0.1,72.0,88.0,62.0,0.25609756097560976,0.20956576463184395,0.2235294117647059,0.2372434830837493,0.7439024390243902,0.7904342353681558,0.7764705882352941,0.7627565169162507
16,153,98059.18,92683,0.02,70.0,79.0,60.0,0.22033898305084745,0.2620689655172414,0.2534509202453988,0.2372434830837493,0.7796610169491526,0.7379310344827587,0.7465490797546013,0.7627565169162507
4,10,90668.08928571428,87745,0.06,60.125,65.0,55.25,0.35181236673773986,0.2788104089219331,0.2775876817792985,0.2870452528837622,0.6481876332622601,0.7211895910780669,0.7224123182207014,0.7129547471162379
21,0,106553.41818181818,103148,0.0,61.0,70.0,52.0,0.1935483870967742,0.20935960591133004,0.2235294117647059,0.2372434830837493,0.8064516129032258,0.7906403940886699,0.7764705882352941,0.7627565169162507
4,401,115847.52272727275,107730,0.0,69.0,77.0,62.0,0.23008849557522126,0.2063694267515924,0.2775876817792985,0.2372434830837493,0.7699115044247787,0.7936305732484077,0.7224123182207014,0.7627565169162507
18,264,90088.66666666669,86608,0.0,86.0,98.0,74.0,0.2294455066921606,0.2408376963350785,0.2534509202453988,0.2372434830837493,0.7705544933078394,0.7591623036649214,0.7465490797546013,0.7627565169162507
9,18,97855.71428571428,95591,0.26,80.0,88.0,72.0,0.2607594936708861,0.1484375,0.23568649249583104,0.2372434830837493,0.739240506329114,0.8515625,0.7643135075041689,0.7627565169162507
19,785,77221.82857142857,74394,0.0,74.0,84.0,70.0,0.2612244897959184,0.3613707165109034,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.6386292834890965,0.7224123182207014,0.7627565169162507
6,103,83264.41791044777,76716,0.24,73.0,83.0,63.0,0.2914285714285714,0.2583941605839416,0.23568649249583104,0.2372434830837493,0.7085714285714285,0.7416058394160584,0.7643135075041689,0.7627565169162507
10,578,95317.50847457627,92506,0.14,62.0,77.0,46.0,0.2914285714285714,0.2583941605839416,0.23568649249583104,0.2372434830837493,0.7085714285714285,0.7416058394160584,0.7643135075041689,0.7627565169162507
7,153,102589.48076923077,89948,0.0,66.0,77.0,54.0,0.22033898305084745,0.23113964686998395,0.2534509202453988,0.2372434830837493,0.7796610169491526,0.7688603531300161,0.7465490797546013,0.7627565169162507
8,432,97670.51923076923,94873,0.1,72.0,88.0,62.0,0.25609756097560976,0.20935960591133004,0.2235294117647059,0.2372434830837493,0.7439024390243902,0.7906403940886699,0.7764705882352941,0.7627565169162507
21,264,98050.32857142856,88883,0.38,77.0,84.0,70.0,0.2294455066921606,0.2620689655172414,0.2534509202453988,0.2372434830837493,0.7705544933078394,0.7379310344827587,0.7465490797546013,0.7627565169162507
7,264,82588.21428571429,79184,0.32,65.5,72.0,59.0,0.2294455066921606,0.31690140845070425,0.2534509202453988,0.2372434830837493,0.7705544933078394,0.6830985915492958,0.7465490797546013,0.7627565169162507
15,130,93667.66666666669,90933,0.03,71.0,79.0,63.0,0.15976331360946747,0.292358803986711,0.21361058601134214,0.2372434830837493,0.8402366863905325,0.7076411960132891,0.7863894139886578,0.7627565169162507
10,3,109719.38181818182,105686,0.0,75.0,87.0,64.0,0.12,0.2583941605839416,0.24474959612277866,0.2372434830837493,0.88,0.7416058394160584,0.7552504038772213,0.7627565169162507
5,3,106188.05454545456,103914,0.0,73.0,83.0,62.0,0.12,0.23113964686998395,0.24474959612277866,0.2372434830837493,0.88,0.7688603531300161,0.7552504038772213,0.7627565169162507
15,194,94078.56896551725,88635,0.0,70.0,86.0,56.0,0.15942028985507245,0.292358803986711,0.2235294117647059,0.2372434830837493,0.8405797101449275,0.7076411960132891,0.7764705882352941,0.7627565169162507
1,161,102784.71428571428,99347,0.0,61.0,76.0,45.0,0.2532894736842105,0.20956576463184395,0.21361058601134214,0.2372434830837493,0.7467105263157895,0.7904342353681558,0.7863894139886578,0.7627565169162507
10,-7,122290.92156862744,106815,0.0,64.0,70.0,47.0,0.24,0.2788104089219331,0.21361058601134214,0.2870452528837622,0.76,0.7211895910780669,0.7863894139886578,0.7129547471162379
9,7,77975.91025641025,75371,0.35,68.0,80.0,58.0,0.3515625,0.23113964686998395,0.2534509202453988,0.2870452528837622,0.6484375,0.7688603531300161,0.7465490797546013,0.7129547471162379
3,264,83286.45714285714,78973,0.32,65.5,72.0,59.0,0.2294455066921606,0.2788104089219331,0.2534509202453988,0.2372434830837493,0.7705544933078394,0.7211895910780669,0.7465490797546013,0.7627565169162507
7,785,75580.66197183098,72686,0.0,81.0,89.0,73.0,0.2612244897959184,0.15463917525773194,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.8453608247422679,0.7224123182207014,0.7627565169162507
0,7,99570.42857142855,93970,0.0,71.0,74.0,68.0,0.1771117166212534,0.1484375,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.8515625,0.7643135075041689,0.7627565169162507
16,785,80178.68115942029,71862,0.28,78.0,86.0,69.0,0.2612244897959184,0.2788104089219331,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.7211895910780669,0.7224123182207014,0.7627565169162507
6,3,103232.36363636363,100723,0.0,83.0,98.0,70.0,0.12,0.31784107946026985,0.24474959612277866,0.2372434830837493,0.88,0.6821589205397302,0.7552504038772213,0.7627565169162507
9,401,115957.15909090909,107937,0.0,58.0,65.0,48.0,0.23008849557522126,0.2620689655172414,0.2775876817792985,0.2372434830837493,0.7699115044247787,0.7379310344827587,0.7224123182207014,0.7627565169162507
7,10,98033.13793103448,89185,0.0,74.0,80.0,68.0,0.35181236673773986,0.20956576463184395,0.2775876817792985,0.2870452528837622,0.6481876332622601,0.7904342353681558,0.7224123182207014,0.7129547471162379
6,18,115517.5737704918,107271,0.0,83.0,90.0,75.0,0.2191235059760956,0.20956576463184395,0.24474959612277866,0.2870452528837622,0.7808764940239044,0.7904342353681558,0.7552504038772213,0.7129547471162379
3,130,106395.62068965516,100392,0.06,55.0,61.0,49.0,0.15976331360946747,0.1484375,0.21361058601134214,0.2372434830837493,0.8402366863905325,0.8515625,0.7863894139886578,0.7627565169162507
13,264,84030.07246376811,81310,0.0,69.0,78.0,60.0,0.2294455066921606,0.2583941605839416,0.2534509202453988,0.2372434830837493,0.7705544933078394,0.7416058394160584,0.7465490797546013,0.7627565169162507
10,785,75466.45070422535,73159,0.0,81.0,89.0,73.0,0.2612244897959184,0.20956576463184395,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.7904342353681558,0.7224123182207014,0.7627565169162507
5,103,81809.29850746269,79572,0.0,66.0,76.0,55.0,0.2914285714285714,0.2063694267515924,0.23568649249583104,0.2372434830837493,0.7085714285714285,0.7936305732484077,0.7643135075041689,0.7627565169162507
20,7,129372.6304347826,122930,0.0,80.0,96.0,68.0,0.1771117166212534,0.31784107946026985,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.6821589205397302,0.7643135075041689,0.7627565169162507
2,228,78717.78571428571,76729,0.0,82.0,91.0,72.0,0.25609756097560976,0.292358803986711,0.24474959612277866,0.2372434830837493,0.7439024390243902,0.7076411960132891,0.7552504038772213,0.7627565169162507
12,264,93963.66666666669,84664,0.01,62.0,66.0,58.0,0.2294455066921606,0.17616580310880828,0.2534509202453988,0.2372434830837493,0.7705544933078394,0.8238341968911918,0.7465490797546013,0.7627565169162507
21,401,114391.09302325582,111648,0.0,62.0,71.0,51.0,0.23008849557522126,0.3613707165109034,0.2775876817792985,0.2372434830837493,0.7699115044247787,0.6386292834890965,0.7224123182207014,0.7627565169162507
4,3,108870.61818181818,101636,0.0,79.0,87.0,71.0,0.12,0.2408376963350785,0.24474959612277866,0.2372434830837493,0.88,0.7591623036649214,0.7552504038772213,0.7627565169162507
12,785,79425.79710144928,75789,0.0,81.0,89.0,73.0,0.2612244897959184,0.2395833333333333,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.7604166666666666,0.7224123182207014,0.7627565169162507
15,109,85557.03076923077,82174,0.0,73.0,83.0,59.0,0.2196969696969697,0.2583941605839416,0.2534509202453988,0.2372434830837493,0.7803030303030303,0.7416058394160584,0.7465490797546013,0.7627565169162507
10,5,107686.78571428572,94271,0.0,66.0,73.0,59.0,0.1543026706231454,0.20935960591133004,0.23568649249583104,0.2870452528837622,0.8456973293768546,0.7906403940886699,0.7643135075041689,0.7129547471162379
11,2227,82840.02857142857,81062,0.0,55.0,71.0,36.0,0.1485148514851485,0.2788104089219331,0.21361058601134214,0.2372434830837493,0.8514851485148515,0.7211895910780669,0.7863894139886578,0.7627565169162507
13,7,100800.03571428572,96786,0.0,80.0,88.0,72.0,0.1771117166212534,0.20956576463184395,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.7904342353681558,0.7643135075041689,0.7627565169162507
4,162,90099.28301886794,88342,0.0,71.0,80.0,62.0,0.27909887359199,0.292358803986711,0.2534509202453988,0.2372434830837493,0.72090112640801,0.7076411960132891,0.7465490797546013,0.7627565169162507
20,7,63356.0,57742,0.17,74.0,81.0,68.0,0.1771117166212534,0.292358803986711,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.7076411960132891,0.7643135075041689,0.7627565169162507
5,103,78930.53731343284,76451,0.25,61.0,74.0,47.0,0.2914285714285714,0.2408376963350785,0.23568649249583104,0.2372434830837493,0.7085714285714285,0.7591623036649214,0.7643135075041689,0.7627565169162507
8,161,102257.44642857145,98074,0.0,58.0,74.0,41.0,0.2532894736842105,0.2408376963350785,0.21361058601134214,0.2372434830837493,0.7467105263157895,0.7591623036649214,0.7863894139886578,0.7627565169162507
15,4,107951.92857142855,103134,0.0,76.0,86.0,68.0,0.2196969696969697,0.2967032967032967,0.21361058601134214,0.2870452528837622,0.7803030303030303,0.7032967032967034,0.7863894139886578,0.7129547471162379
5,7,82781.84415584416,76812,0.11,55.0,63.0,48.0,0.3515625,0.31784107946026985,0.2534509202453988,0.2870452528837622,0.6484375,0.6821589205397302,0.7465490797546013,0.7129547471162379
3,194,91410.88333333332,88944,0.0,72.0,86.0,55.0,0.15942028985507245,0.2408376963350785,0.2235294117647059,0.2372434830837493,0.8405797101449275,0.7591623036649214,0.7764705882352941,0.7627565169162507
8,37,85711.81967213115,82931,0.61,52.0,57.0,49.0,0.27909887359199,0.20935960591133004,0.24474959612277866,0.2372434830837493,0.72090112640801,0.7906403940886699,0.7552504038772213,0.7627565169162507
12,7,100420.91228070176,96752,0.0,76.0,82.0,70.0,0.1771117166212534,0.07894736842105263,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.9210526315789472,0.7643135075041689,0.7627565169162507
16,7,80859.96153846152,76614,0.67,68.0,85.0,65.0,0.3515625,0.2408376963350785,0.2534509202453988,0.2870452528837622,0.6484375,0.7591623036649214,0.7465490797546013,0.7129547471162379
10,10,90803.31578947367,88485,0.0,72.0,82.0,62.0,0.35181236673773986,0.1484375,0.2775876817792985,0.2870452528837622,0.6481876332622601,0.8515625,0.7224123182207014,0.7129547471162379
8,103,82280.64179104478,79794,0.0,58.0,72.0,44.0,0.2914285714285714,0.20935960591133004,0.23568649249583104,0.2372434830837493,0.7085714285714285,0.7906403940886699,0.7643135075041689,0.7627565169162507
18,37,84938.73770491804,82654,0.61,52.0,57.0,49.0,0.27909887359199,0.31784107946026985,0.24474959612277866,0.2372434830837493,0.72090112640801,0.6821589205397302,0.7552504038772213,0.7627565169162507
5,18,127647.31034482758,105008,0.0,83.0,91.0,75.0,0.2191235059760956,0.2408376963350785,0.24474959612277866,0.2870452528837622,0.7808764940239044,0.7591623036649214,0.7552504038772213,0.7129547471162379
21,401,120057.0,113362,0.12,57.0,63.0,51.0,0.23008849557522126,0.2967032967032967,0.2775876817792985,0.2372434830837493,0.7699115044247787,0.7032967032967034,0.7224123182207014,0.7627565169162507
13,45,96647.77358490566,93779,0.16,74.0,85.0,65.0,0.21703853955375252,0.33695652173913043,0.2775876817792985,0.2372434830837493,0.7829614604462475,0.6630434782608695,0.7224123182207014,0.7627565169162507
21,103,82309.71641791044,79105,0.0,58.0,72.0,44.0,0.2914285714285714,0.20956576463184395,0.23568649249583104,0.2372434830837493,0.7085714285714285,0.7904342353681558,0.7643135075041689,0.7627565169162507
12,-7,122259.25490196078,107449,0.0,64.0,70.0,47.0,0.24,0.23113964686998395,0.21361058601134214,0.2870452528837622,0.76,0.7688603531300161,0.7863894139886578,0.7129547471162379
21,2227,86965.67142857143,84574,0.0,55.0,72.0,38.0,0.1485148514851485,0.2408376963350785,0.21361058601134214,0.2372434830837493,0.8514851485148515,0.7591623036649214,0.7863894139886578,0.7627565169162507
8,5,106910.72727272726,96531,0.0,53.0,58.0,48.0,0.1543026706231454,0.1484375,0.23568649249583104,0.2870452528837622,0.8456973293768546,0.8515625,0.7643135075041689,0.7129547471162379
19,109,91070.01587301587,82680,0.0,58.0,68.0,50.0,0.2196969696969697,0.17616580310880828,0.2534509202453988,0.2372434830837493,0.7803030303030303,0.8238341968911918,0.7465490797546013,0.7627565169162507
17,109,80637.06153846154,76519,0.0,63.0,69.0,54.0,0.2196969696969697,0.20956576463184395,0.2534509202453988,0.2372434830837493,0.7803030303030303,0.7904342353681558,0.7465490797546013,0.7627565169162507
15,4,110253.08771929824,103526,0.0,76.0,84.0,67.0,0.2196969696969697,0.1484375,0.21361058601134214,0.2870452528837622,0.7803030303030303,0.8515625,0.7863894139886578,0.7129547471162379
22,45,100822.65384615383,97177,0.3,67.0,74.0,60.0,0.21703853955375252,0.2408376963350785,0.2775876817792985,0.2372434830837493,0.7829614604462475,0.7591623036649214,0.7224123182207014,0.7627565169162507
4,153,106748.51923076923,96610,0.02,60.0,70.0,49.0,0.22033898305084745,0.2063694267515924,0.2534509202453988,0.2372434830837493,0.7796610169491526,0.7936305732484077,0.7465490797546013,0.7627565169162507
4,45,94627.17307692306,90983,6.3,72.0,83.0,61.0,0.21703853955375252,0.2408376963350785,0.2775876817792985,0.2372434830837493,0.7829614604462475,0.7591623036649214,0.7224123182207014,0.7627565169162507
19,-7,122398.45098039215,108288,0.0,64.0,70.0,47.0,0.24,0.3043478260715459,0.21361058601134214,0.2870452528837622,0.76,0.6956521739284541,0.7863894139886578,0.7129547471162379
16,401,118048.6046511628,114517,0.0,60.0,70.0,50.0,0.23008849557522126,0.2063694267515924,0.2775876817792985,0.2372434830837493,0.7699115044247787,0.7936305732484077,0.7224123182207014,0.7627565169162507
2,5,103519.875,99955,0.0,64.0,70.0,58.0,0.1543026706231454,0.2063694267515924,0.23568649249583104,0.2870452528837622,0.8456973293768546,0.7936305732484077,0.7643135075041689,0.7129547471162379
22,45,156811.58139534885,114702,0.0,71.0,74.0,67.0,0.21703853955375252,0.2967032967032967,0.2775876817792985,0.2372434830837493,0.7829614604462475,0.7032967032967034,0.7224123182207014,0.7627565169162507
10,5,99536.57142857145,96996,0.0,76.0,84.0,72.0,0.1543026706231454,0.292358803986711,0.23568649249583104,0.2870452528837622,0.8456973293768546,0.7076411960132891,0.7643135075041689,0.7129547471162379
4,10,95665.34482758619,91457,0.07,61.05,66.0,56.1,0.35181236673773986,0.20956576463184395,0.2775876817792985,0.2870452528837622,0.6481876332622601,0.7904342353681558,0.7224123182207014,0.7129547471162379
22,10,98086.60344827586,90843,0.0,66.6,72.0,61.2,0.35181236673773986,0.1484375,0.2775876817792985,0.2870452528837622,0.6481876332622601,0.8515625,0.7224123182207014,0.7129547471162379
11,10,98410.29310344828,88603,0.0,94.2,100.0,88.4,0.35181236673773986,0.23113964686998395,0.2775876817792985,0.2870452528837622,0.6481876332622601,0.7688603531300161,0.7224123182207014,0.7129547471162379
10,13,77994.1884057971,76198,0.0,58.0,66.0,48.0,0.3347368421052632,0.17616580310880828,0.2775876817792985,0.2870452528837622,0.6652631578947369,0.8238341968911918,0.7224123182207014,0.7129547471162379
17,5,105926.85714285713,99890,0.31,80.0,84.0,80.0,0.1543026706231454,0.20956576463184395,0.23568649249583104,0.2870452528837622,0.8456973293768546,0.7904342353681558,0.7643135075041689,0.7129547471162379
6,37,83924.58064516129,81650,0.61,52.0,57.0,49.0,0.27909887359199,0.23113964686998395,0.24474959612277866,0.2372434830837493,0.72090112640801,0.7688603531300161,0.7552504038772213,0.7627565169162507
18,5,103091.0925925926,99772,0.0,58.0,66.0,52.0,0.1543026706231454,0.15463917525773194,0.23568649249583104,0.2870452528837622,0.8456973293768546,0.8453608247422679,0.7643135075041689,0.7129547471162379
15,785,153387.25352112675,87153,0.51,72.0,79.0,65.0,0.2612244897959184,0.23113964686998395,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.7688603531300161,0.7224123182207014,0.7627565169162507
17,2227,84209.98550724638,81682,0.07,56.0,72.0,46.0,0.1485148514851485,0.2620689655172414,0.21361058601134214,0.2372434830837493,0.8514851485148515,0.7379310344827587,0.7863894139886578,0.7627565169162507
5,153,86198.38333333332,82238,0.47,72.0,84.0,59.0,0.22033898305084745,0.31784107946026985,0.2534509202453988,0.2372434830837493,0.7796610169491526,0.6821589205397302,0.7465490797546013,0.7627565169162507
4,264,83030.42857142858,80672,0.0,73.0,84.0,62.0,0.2294455066921606,0.20956576463184395,0.2534509202453988,0.2372434830837493,0.7705544933078394,0.7904342353681558,0.7465490797546013,0.7627565169162507
1,2,101718.46153846152,97312,0.0,69.0,83.0,55.0,0.11363636363636365,0.20956576463184395,0.21361058601134214,0.2372434830837493,0.8863636363636364,0.7904342353681558,0.7863894139886578,0.7627565169162507
0,2,106742.2641509434,96762,0.0,79.0,94.0,65.0,0.11363636363636365,0.07894736842105263,0.21361058601134214,0.2372434830837493,0.8863636363636364,0.9210526315789472,0.7863894139886578,0.7627565169162507
17,45,100174.35294117649,96667,0.16,74.0,85.0,65.0,0.21703853955375252,0.20956576463184395,0.2775876817792985,0.2372434830837493,0.7829614604462475,0.7904342353681558,0.7224123182207014,0.7627565169162507
13,130,92992.48275862072,90421,0.03,71.0,79.0,63.0,0.15976331360946747,0.23113964686998395,0.21361058601134214,0.2372434830837493,0.8402366863905325,0.7688603531300161,0.7863894139886578,0.7627565169162507
6,2,101207.48076923077,98366,0.0,88.8,96.0,81.6,0.11363636363636365,0.2583941605839416,0.21361058601134214,0.2372434830837493,0.8863636363636364,0.7416058394160584,0.7863894139886578,0.7627565169162507
14,153,99214.30769230767,95898,0.13,60.0,65.0,54.0,0.22033898305084745,0.20956576463184395,0.2534509202453988,0.2372434830837493,0.7796610169491526,0.7904342353681558,0.7465490797546013,0.7627565169162507
23,785,92127.26086956523,81544,0.0,74.0,81.0,67.0,0.2612244897959184,0.2807017543859649,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.7192982456140351,0.7224123182207014,0.7627565169162507
6,4,101490.59649122806,99485,0.0,75.0,84.0,69.0,0.2196969696969697,0.20956576463184395,0.21361058601134214,0.2870452528837622,0.7803030303030303,0.7904342353681558,0.7863894139886578,0.7129547471162379
10,10,93123.60344827586,86978,0.75,74.0,80.0,68.0,0.35181236673773986,0.23113964686998395,0.2775876817792985,0.2870452528837622,0.6481876332622601,0.7688603531300161,0.7224123182207014,0.7129547471162379
15,3,111264.18518518518,102393,0.0,80.0,88.0,72.0,0.12,0.23113964686998395,0.24474959612277866,0.2372434830837493,0.88,0.7688603531300161,0.7552504038772213,0.7627565169162507
5,108,87126.90909090909,82325,0.0,58.0,66.0,50.0,0.1,0.23113964686998395,0.2235294117647059,0.2372434830837493,0.9,0.7688603531300161,0.7764705882352941,0.7627565169162507
12,18,111551.31666666668,105211,0.0,84.0,92.0,76.0,0.2191235059760956,0.23113964686998395,0.24474959612277866,0.2870452528837622,0.7808764940239044,0.7688603531300161,0.7552504038772213,0.7129547471162379
5,103,78213.26865671642,76099,0.18,66.0,80.0,51.0,0.2914285714285714,0.20956576463184395,0.23568649249583104,0.2372434830837493,0.7085714285714285,0.7904342353681558,0.7643135075041689,0.7627565169162507
19,109,86051.515625,82030,0.0,73.0,83.0,59.0,0.2196969696969697,0.2788104089219331,0.2534509202453988,0.2372434830837493,0.7803030303030303,0.7211895910780669,0.7465490797546013,0.7627565169162507
19,103,83791.93939393938,80013,0.0,58.0,72.0,44.0,0.2914285714285714,0.2583941605839416,0.23568649249583104,0.2372434830837493,0.7085714285714285,0.7416058394160584,0.7643135075041689,0.7627565169162507
7,109,80570.01538461537,75771,0.0,63.0,69.0,54.0,0.2196969696969697,0.33695652173913043,0.2534509202453988,0.2372434830837493,0.7803030303030303,0.6630434782608695,0.7465490797546013,0.7627565169162507
11,18,100124.01785714287,97810,1.59,85.0,94.0,75.0,0.2607594936708861,0.2063694267515924,0.23568649249583104,0.2372434830837493,0.739240506329114,0.7936305732484077,0.7643135075041689,0.7627565169162507
16,3,106157.07407407409,103256,0.0,75.0,83.0,67.0,0.12,0.31784107946026985,0.24474959612277866,0.2372434830837493,0.88,0.6821589205397302,0.7552504038772213,0.7627565169162507
13,7,98634.82142857145,94168,0.0,79.0,87.0,71.0,0.1771117166212534,0.23113964686998395,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.7688603531300161,0.7643135075041689,0.7627565169162507
9,103,82704.51515151515,79606,0.0,66.0,76.0,55.0,0.2914285714285714,0.1484375,0.23568649249583104,0.2372434830837493,0.7085714285714285,0.8515625,0.7643135075041689,0.7627565169162507
10,264,87172.82608695653,81589,0.0,78.0,92.0,64.0,0.2294455066921606,0.2408376963350785,0.2534509202453988,0.2372434830837493,0.7705544933078394,0.7591623036649214,0.7465490797546013,0.7627565169162507
22,5,108784.37037037036,104381,0.0,61.0,67.0,55.0,0.1543026706231454,0.20956576463184395,0.23568649249583104,0.2870452528837622,0.8456973293768546,0.7904342353681558,0.7643135075041689,0.7129547471162379
16,103,83251.62121212122,81649,0.0,66.0,76.0,55.0,0.2914285714285714,0.2620689655172414,0.23568649249583104,0.2372434830837493,0.7085714285714285,0.7379310344827587,0.7643135075041689,0.7627565169162507
24,4,110325.49090909088,102927,0.0,75.0,84.0,66.0,0.2196969696969697,0.292358803986711,0.21361058601134214,0.2870452528837622,0.7803030303030303,0.7076411960132891,0.7863894139886578,0.7129547471162379
18,223,76455.05633802817,73907,0.0,63.0,72.0,54.0,0.2532894736842105,0.31690140845070425,0.21361058601134214,0.2372434830837493,0.7467105263157895,0.6830985915492958,0.7863894139886578,0.7627565169162507
20,109,95668.88888888886,91635,0.0,69.0,80.0,58.0,0.2196969696969697,0.20956576463184395,0.2534509202453988,0.2372434830837493,0.7803030303030303,0.7904342353681558,0.7465490797546013,0.7627565169162507
11,162,88229.71153846152,85700,0.0,63.0,67.0,59.0,0.27909887359199,0.31784107946026985,0.2534509202453988,0.2372434830837493,0.72090112640801,0.6821589205397302,0.7465490797546013,0.7627565169162507
3,130,87811.43103448275,85524,0.0,79.0,88.0,71.0,0.15976331360946747,0.23113964686998395,0.21361058601134214,0.2372434830837493,0.8402366863905325,0.7688603531300161,0.7863894139886578,0.7627565169162507
8,4,110116.52631578947,104226,0.0,76.0,84.0,67.0,0.2196969696969697,0.20956576463184395,0.21361058601134214,0.2870452528837622,0.7803030303030303,0.7904342353681558,0.7863894139886578,0.7129547471162379
23,162,91496.49019607843,88875,0.0,65.0,70.0,60.0,0.27909887359199,0.3613707165109034,0.2534509202453988,0.2372434830837493,0.72090112640801,0.6386292834890965,0.7465490797546013,0.7627565169162507
8,108,86775.78787878787,81496,0.0,58.0,66.0,50.0,0.1,0.15625,0.2235294117647059,0.2372434830837493,0.9,0.84375,0.7764705882352941,0.7627565169162507
7,7,102553.42105263156,78699,0.0,59.0,74.0,42.0,0.3515625,0.20956576463184395,0.2534509202453988,0.2870452528837622,0.6484375,0.7904342353681558,0.7465490797546013,0.7129547471162379
13,7,95342.21428571428,92690,0.0,78.0,90.0,72.0,0.1771117166212534,0.292358803986711,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.7076411960132891,0.7643135075041689,0.7627565169162507
20,678,75526.12857142858,70342,0.63,63.0,69.0,57.0,0.2719298245614035,0.1818212363623699,0.24474959612277866,0.2372434830837493,0.7280701754385965,0.8181787636376302,0.7552504038772213,0.7627565169162507
10,7,99112.58928571428,95535,0.0,79.0,87.0,71.0,0.1771117166212534,0.23113964686998395,0.23568649249583104,0.2372434830837493,0.8228882833787466,0.7688603531300161,0.7643135075041689,0.7627565169162507
8,785,76964.23943661971,74313,0.0,75.0,83.0,68.0,0.2612244897959184,0.23113964686998395,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.7688603531300161,0.7224123182207014,0.7627565169162507
20,7,95326.36842105264,80372,2.15,60.0,63.0,55.0,0.3515625,0.20956576463184395,0.2534509202453988,0.2870452528837622,0.6484375,0.7904342353681558,0.7465490797546013,0.7129547471162379
14,10,89860.94736842105,86282,0.07,58.275,63.0,53.55,0.35181236673773986,0.31784107946026985,0.2775876817792985,0.2870452528837622,0.6481876332622601,0.6821589205397302,0.7224123182207014,0.7129547471162379
7,785,79424.41428571429,76974,0.67,73.0,80.0,66.0,0.2612244897959184,0.20935960591133004,0.2775876817792985,0.2372434830837493,0.7387755102040816,0.7906403940886699,0.7224123182207014,0.7627565169162507
9,264,87918.9420289855,84342,0.0,76.0,84.0,67.0,0.2294455066921606,0.23113964686998395,0.2534509202453988,0.2372434830837493,0.7705544933078394,0.7688603531300161,0.7465490797546013,0.7627565169162507
11,3,108272.92592592591,104566,0.0,73.0,83.0,62.0,0.12,0.1484375,0.24474959612277866,0.2372434830837493,0.88,0.8515625,0.7552504038772213,0.7627565169162507
2,2227,86718.19718309859,80723,0.04,57.0,63.0,51.0,0.1485148514851485,0.2408376963350785,0.21361058601134214,0.2372434830837493,0.8514851485148515,0.7591623036649214,0.7863894139886578,0.7627565169162507
11,401,116146.68181818182,113110,0.0,62.0,71.0,55.0,0.23008849557522126,0.20956576463184395,0.2775876817792985,0.2372434830837493,0.7699115044247787,0.7904342353681558,0.7224123182207014,0.7627565169162507
5,130,89873.98275862071,87868,0.53,71.0,79.0,66.0,0.15976331360946747,0.31784107946026985,0.21361058601134214,0.2372434830837493,0.8402366863905325,0.6821589205397302,0.7863894139886578,0.7627565169162507
14,2,104007.11764705883,98858,0.0,69.0,83.0,55.0,0.11363636363636365,0.23113964686998395,0.21361058601134214,0.2372434830837493,0.8863636363636364,0.7688603531300161,0.7863894139886578,0.7627565169162507
9,109,87628.77272727272,80726,0.0,69.0,82.0,51.0,0.2196969696969697,0.17616580310880828,0.2534509202453988,0.2372434830837493,0.7803030303030303,0.8238341968911918,0.7465490797546013,0.7627565169162507
