grid,position,positionText,positionOrder,laps,milliseconds,fastestLap,rank,fastestLapSpeed,familyStatus,Completion Status,year,circuitId,country,alt,nationality
5,5,5,5,71,10887669,70,5,179.968,4,1,2016,18,Brazil,785,German
15,6,6,6,71,10890495,38,13,177.990,4,1,2016,18,Brazil,785,Spanish
8,7,7,7,71,10891162,69,8,178.862,4,1,2016,18,Brazil,785,German
6,8,8,8,71,10891821,42,2,181.363,4,1,2016,18,Brazil,785,Australian
21,9,9,9,71,10903955,70,15,177.189,4,1,2016,18,Brazil,785,Brazilian
10,10,10,10,71,10905767,70,12,178.090,4,1,2016,18,Brazil,785,Spanish
11,11,11,11,71,10906627,70,4,180.246,4,1,2016,18,Brazil,785,Finnish
22,12,12,12,71,10907144,47,16,176.686,4,1,2016,18,Brazil,785,French
14,13,13,13,71,10912527,42,14,177.333,4,1,2016,18,Brazil,785,Russian
18,14,14,14,71,10912890,69,7,179.284,4,1,2016,18,Brazil,785,Danish
19,15,15,15,71,10921833,69,18,176.439,4,1,2016,18,Brazil,785,German
17,16,16,16,71,10943329,38,10,178.338,4,1,2016,18,Brazil,785,British
1,1,1,1,55,5884013,37,5,190.174,4,1,2016,24,UAE,3,British
2,2,2,2,55,5884452,33,9,189.950,4,1,2016,24,UAE,3,German
5,3,3,3,55,5884856,43,1,192.756,4,1,2016,24,UAE,3,German
6,4,4,4,55,5885698,36,7,190.084,4,1,2016,24,UAE,3,Dutch
3,5,5,5,55,5889328,29,3,190.624,4,1,2016,24,UAE,3,Australian
4,6,6,6,55,5902829,35,6,190.127,4,1,2016,24,UAE,3,Finnish
7,7,7,7,55,5934127,31,13,188.717,4,1,2016,24,UAE,3,German
8,8,8,8,55,5942789,30,8,189.972,4,1,2016,24,UAE,3,Mexican
10,9,9,9,55,5943449,33,10,189.206,4,1,2016,24,UAE,3,Brazilian
9,10,10,10,55,5943909,50,2,191.343,4,1,2016,24,UAE,3,Spanish
14,11,11,11,55,5960790,45,4,190.477,4,1,2016,24,UAE,3,French
13,12,12,12,55,5979126,45,12,188.754,4,1,2016,24,UAE,3,Mexican
2,1,1,1,57,5051672,53,3,220.351,4,1,2017,1,Australia,10,German
1,2,2,2,57,5061647,44,6,219.351,4,1,2017,1,Australia,10,British
3,3,3,3,57,5062922,56,2,220.465,4,1,2017,1,Australia,10,Finnish
4,4,4,4,57,5074065,56,1,220.605,4,1,2017,1,Australia,10,Finnish
5,5,5,5,57,5080499,43,5,219.525,4,1,2017,1,Australia,10,Dutch
7,6,6,6,57,5135058,49,9,216.830,4,1,2017,1,Australia,10,Brazilian
1,1,1,1,56,5856158,44,1,205.745,4,1,2017,17,China,5,British
2,2,2,2,56,5862408,40,2,205.648,4,1,2017,17,China,5,German
16,3,3,3,56,5901350,31,7,202.886,4,1,2017,17,China,5,Dutch
5,4,4,4,56,5902193,36,8,202.741,4,1,2017,17,China,5,Australian
4,5,5,5,56,5904234,42,4,204.406,4,1,2017,17,China,5,Finnish
3,6,6,6,56,5904966,41,3,204.734,4,1,2017,17,China,5,Finnish
11,7,7,7,56,5929051,30,10,201.478,4,1,2017,17,China,5,Spanish
3,1,1,1,57,5633374,36,4,207.652,4,1,2017,3,Bahrain,7,German
2,2,2,2,57,5640034,46,1,209.952,4,1,2017,3,Bahrain,7,British
1,3,3,3,57,5653771,33,5,207.076,4,1,2017,3,Bahrain,7,Finnish
5,4,4,4,57,5655849,55,3,207.887,4,1,2017,3,Bahrain,7,Finnish
4,5,5,5,57,5672720,42,2,208.387,4,1,2017,3,Bahrain,7,Australian
8,6,6,6,57,5687700,39,6,206.705,4,1,2017,3,Bahrain,7,Brazilian
18,7,7,7,57,5695980,39,7,205.933,4,1,2017,3,Bahrain,7,Mexican
9,8,8,8,57,5708239,33,8,205.198,4,1,2017,3,Bahrain,7,French
7,9,9,9,57,5713562,40,12,204.286,4,1,2017,3,Bahrain,7,German
14,10,10,10,57,5729085,39,11,204.700,4,1,2017,3,Bahrain,7,French
3,1,1,1,52,5288743,49,3,216.221,4,1,2017,71,Russia,2,Finnish
1,2,2,2,52,5289360,49,2,216.343,4,1,2017,71,Russia,2,German
2,3,3,3,52,5299743,49,1,217.388,4,1,2017,71,Russia,2,Finnish
4,4,4,4,52,5325063,18,6,213.955,4,1,2017,71,Russia,2,British
7,5,5,5,52,5349159,47,8,213.888,4,1,2017,71,Russia,2,Dutch
9,6,6,6,52,5375531,51,9,213.385,4,1,2017,71,Russia,2,Mexican
10,7,7,7,52,5383747,50,10,213.203,4,1,2017,71,Russia,2,French
8,8,8,8,52,5384931,52,7,213.912,4,1,2017,71,Russia,2,German
1,1,1,1,66,5756497,64,1,200.471,4,1,2017,4,Spain,109,British
2,2,2,2,66,5759987,43,2,200.277,4,1,2017,4,Spain,109,German
6,3,3,3,66,5832317,40,3,200.248,4,1,2017,4,Spain,109,Australian
2,1,1,1,78,6284340,38,2,159.669,4,1,2017,6,Monaco,7,German
1,2,2,2,78,6287485,39,3,159.058,4,1,2017,6,Monaco,7,Finnish
5,3,3,3,78,6288085,51,4,158.577,4,1,2017,6,Monaco,7,Australian
3,4,4,4,78,6289857,22,9,157.160,4,1,2017,6,Monaco,7,Finnish
4,5,5,5,78,6290539,56,8,157.387,4,1,2017,6,Monaco,7,Dutch
6,6,6,6,78,6296378,39,14,156.730,4,1,2017,6,Monaco,7,Spanish
13,7,7,7,78,6300141,54,5,158.433,4,1,2017,6,Monaco,7,British
8,8,8,8,78,6302490,45,18,155.823,4,1,2017,6,Monaco,7,French
14,9,9,9,78,6303785,50,12,156.947,4,1,2017,6,Monaco,7,Brazilian
11,10,10,10,78,6305783,44,7,157.420,4,1,2017,6,Monaco,7,Danish
16,11,11,11,78,6307077,55,13,156.801,4,1,2017,6,Monaco,7,British
15,12,12,12,78,6308065,52,10,157.072,4,1,2017,6,Monaco,7,French
7,13,13,13,78,6323429,76,1,160.561,4,1,2017,6,Monaco,7,Mexican
1,1,1,1,70,5585154,64,1,210.588,4,1,2017,7,Canada,13,British
3,2,2,2,70,5604937,65,5,206.862,4,1,2017,7,Canada,13,Finnish
6,3,3,3,70,5620451,67,8,206.126,4,1,2017,7,Canada,13,Australian
2,4,4,4,70,5621061,70,2,210.115,4,1,2017,7,Canada,13,German
8,5,5,5,70,5625630,62,11,205.580,4,1,2017,7,Canada,13,Mexican
9,6,6,6,70,5625870,68,9,205.904,4,1,2017,7,Canada,13,French
4,7,7,7,70,5643786,59,3,208.250,4,1,2017,7,Canada,13,Finnish
10,8,8,8,70,5645528,64,7,206.204,4,1,2017,7,Canada,13,German
10,1,1,1,51,7435573,46,4,206.048,4,1,2017,73,Azerbaijan,-7,Australian
2,2,2,2,51,7439477,51,3,207.946,4,1,2017,73,Azerbaijan,-7,Finnish
8,3,3,3,51,7439582,44,5,205.605,4,1,2017,73,Azerbaijan,-7,Canadian
4,4,4,4,51,7441549,47,1,208.919,4,1,2017,73,Azerbaijan,-7,German
1,5,5,5,51,7441761,46,2,208.862,4,1,2017,73,Azerbaijan,-7,British
7,6,6,6,51,7465871,39,9,204.581,4,1,2017,73,Azerbaijan,-7,French
12,7,7,7,51,7477326,45,11,203.277,4,1,2017,73,Azerbaijan,-7,Danish
15,8,8,8,51,7484973,46,10,204.133,4,1,2017,73,Azerbaijan,-7,Spanish
19,9,9,9,51,7495124,49,6,205.488,4,1,2017,73,Azerbaijan,-7,Spanish
14,10,10,10,51,7524666,46,15,201.743,4,1,2017,73,Azerbaijan,-7,German
17,11,11,11,51,7527367,45,16,201.619,4,1,2017,73,Azerbaijan,-7,Swedish
18,12,12,12,51,7527733,45,13,202.636,4,1,2017,73,Azerbaijan,-7,Belgian
1,1,1,1,71,4908523,51,5,229.115,4,1,2017,70,Austria,678,Finnish
2,2,2,2,71,4909181,69,4,230.306,4,1,2017,70,Austria,678,German
4,3,3,3,71,4914535,69,2,230.491,4,1,2017,70,Austria,678,Australian
8,4,4,4,71,4915953,69,1,230.597,4,1,2017,70,Austria,678,British
3,5,5,5,71,4928893,68,3,230.341,4,1,2017,70,Austria,678,Finnish
6,6,6,6,71,4981683,65,10,226.633,4,1,2017,70,Austria,678,French
1,1,1,1,51,4887430,48,1,234.025,4,1,2017,9,UK,153,British
9,2,2,2,51,4901493,46,3,233.294,4,1,2017,9,UK,153,Finnish
2,3,3,3,51,4924000,44,4,231.733,4,1,2017,9,UK,153,Finnish
4,4,4,4,51,4939555,51,2,233.878,4,1,2017,9,UK,153,Dutch
19,5,5,5,51,4953385,47,6,230.833,4,1,2017,9,UK,153,Australian
5,6,6,6,51,4955539,43,8,229.080,4,1,2017,9,UK,153,German
3,7,7,7,51,4981419,38,5,230.838,4,1,2017,9,UK,153,German
1,1,1,1,70,5986713,69,4,195.176,4,1,2017,11,Hungary,264,German
2,2,2,2,70,5987621,70,2,196.015,4,1,2017,11,Hungary,264,Finnish
3,3,3,3,70,5999175,68,6,194.198,4,1,2017,11,Hungary,264,Finnish
4,4,4,4,70,5999598,66,5,195.149,4,1,2017,11,Hungary,264,British
5,5,5,5,70,5999989,44,3,195.944,4,1,2017,11,Hungary,264,Dutch
7,6,6,6,70,6057936,69,1,196.697,4,1,2017,11,Hungary,264,Spanish
1,1,1,1,44,5082820,35,2,236.526,4,1,2017,13,Belgium,401,British
2,2,2,2,44,5085178,41,1,236.583,4,1,2017,13,Belgium,401,German
6,3,3,3,44,5093611,44,3,234.445,4,1,2017,13,Belgium,401,Australian
4,4,4,4,44,5097291,36,5,234.051,4,1,2017,13,Belgium,401,Finnish
3,5,5,5,44,5099276,37,4,234.071,4,1,2017,13,Belgium,401,Finnish
7,6,6,6,44,5110907,39,7,231.490,4,1,2017,13,Belgium,401,German
11,7,7,7,44,5114373,37,8,231.140,4,1,2017,13,Belgium,401,French
16,8,8,8,44,5119469,37,11,229.980,4,1,2017,13,Belgium,401,Brazilian
9,9,9,9,44,5120974,37,14,229.804,4,1,2017,13,Belgium,401,French
13,10,10,10,44,5122267,39,13,229.829,4,1,2017,13,Belgium,401,Spanish
15,11,11,11,44,5131819,41,16,228.095,4,1,2017,13,Belgium,401,Canadian
19,12,12,12,44,5132760,39,12,229.831,4,1,2017,13,Belgium,401,Russian
14,13,13,13,44,5136059,44,10,230.725,4,1,2017,13,Belgium,401,British
20,14,14,14,44,5139898,44,15,229.415,4,1,2017,13,Belgium,401,Belgian
12,15,15,15,44,5150082,36,9,231.057,4,1,2017,13,Belgium,401,Danish
17,16,16,16,44,5152531,25,17,227.618,4,1,2017,13,Belgium,401,Swedish
1,1,1,1,53,4532312,50,2,249.793,4,1,2017,14,Italy,162,British
4,2,2,2,53,4536783,53,3,249.095,4,1,2017,14,Italy,162,Finnish
6,3,3,3,53,4568629,51,4,248.576,4,1,2017,14,Italy,162,German
16,4,4,4,53,4572647,49,1,250.174,4,1,2017,14,Italy,162,Australian
5,5,5,5,53,4592394,43,8,245.194,4,1,2017,14,Italy,162,Finnish
3,6,6,6,53,4603840,53,11,243.482,4,1,2017,14,Italy,162,French
2,7,7,7,53,4606468,51,10,243.559,4,1,2017,14,Italy,162,Canadian
7,8,8,8,53,4607146,30,9,243.981,4,1,2017,14,Italy,162,Brazilian
10,9,9,9,53,4607588,48,6,245.442,4,1,2017,14,Italy,162,Mexican
5,1,1,1,58,7403544,55,1,173.643,4,1,2017,15,Singapore,18,British
3,2,2,2,58,7408051,57,2,173.160,4,1,2017,15,Singapore,18,Australian
6,3,3,3,58,7412344,54,3,172.989,4,1,2017,15,Singapore,18,Finnish
10,4,4,4,58,7426366,52,4,171.151,4,1,2017,15,Singapore,18,Spanish
12,5,5,5,58,7428903,52,7,170.840,4,1,2017,15,Singapore,18,Mexican
11,6,6,6,58,7430803,52,5,170.855,4,1,2017,15,Singapore,18,British
9,7,7,7,58,7433932,57,6,170.855,4,1,2017,15,Singapore,18,Belgian
18,8,8,8,58,7445240,55,9,169.599,4,1,2017,15,Singapore,18,Canadian
15,9,9,9,58,7446826,54,11,169.402,4,1,2017,15,Singapore,18,French
14,10,10,10,58,7448339,52,12,169.339,4,1,2017,15,Singapore,18,French
17,11,11,11,58,7450080,58,8,170.323,4,1,2017,15,Singapore,18,Brazilian
3,1,1,1,56,5401290,50,4,211.235,4,1,2017,2,Malaysia,18,Dutch
1,2,2,2,56,5414060,48,3,211.269,4,1,2017,2,Malaysia,18,British
4,3,3,3,56,5423809,55,5,210.560,4,1,2017,2,Malaysia,18,Australian
20,4,4,4,56,5438652,41,1,212.104,4,1,2017,2,Malaysia,18,German
5,5,5,5,56,5457311,44,6,209.424,4,1,2017,2,Malaysia,18,Finnish
9,6,6,6,56,5479920,32,7,208.751,4,1,2017,2,Malaysia,18,Mexican
1,1,1,1,53,5251194,43,6,222.917,4,1,2017,22,Japan,45,British
4,2,2,2,53,5252405,51,5,223.036,4,1,2017,22,Japan,45,Dutch
3,3,3,3,53,5260873,52,3,223.122,4,1,2017,22,Japan,45,Australian
6,4,4,4,53,5261774,50,1,224.439,4,1,2017,22,Japan,45,Finnish
10,5,5,5,53,5283816,50,2,224.364,4,1,2017,22,Japan,45,Finnish
5,6,6,6,53,5318982,50,11,220.419,4,1,2017,22,Japan,45,French
7,7,7,7,53,5322618,23,10,220.649,4,1,2017,22,Japan,45,Mexican
12,8,8,8,53,5340147,50,13,219.274,4,1,2017,22,Japan,45,Danish
13,9,9,9,53,5341077,50,14,219.253,4,1,2017,22,Japan,45,French
1,1,1,1,56,5630991,48,5,200.927,4,1,2017,69,USA,161,British
2,2,2,2,56,5641134,51,1,203.003,4,1,2017,69,USA,161,German
5,3,3,3,56,5646770,42,6,200.860,4,1,2017,69,USA,161,Finnish
16,4,4,4,56,5647759,39,4,202.394,4,1,2017,69,USA,161,Dutch
3,5,5,5,56,5665958,54,2,203.001,4,1,2017,69,USA,161,Finnish
6,6,6,6,56,5721971,53,13,197.482,4,1,2017,69,USA,161,French
7,7,7,7,56,5723935,43,12,197.555,4,1,2017,69,USA,161,Spanish
2,1,1,1,71,5786552,65,2,196.400,4,1,2017,32,Mexico,2227,Dutch
4,2,2,2,71,5806230,70,3,195.207,4,1,2017,32,Mexico,2227,Finnish
5,3,3,3,71,5840559,59,6,193.549,4,1,2017,32,Mexico,2227,Finnish
1,4,4,4,71,5856630,68,1,196.666,4,1,2017,32,Mexico,2227,German
2,1,1,1,71,5486262,63,7,213.849,4,1,2017,18,Brazil,785,German
1,2,2,2,71,5489024,58,5,214.064,4,1,2017,18,Brazil,785,Finnish
3,3,3,3,71,5490862,61,6,213.987,4,1,2017,18,Brazil,785,Finnish
20,4,4,4,71,5491730,63,2,215.914,4,1,2017,18,Brazil,785,British
4,5,5,5,71,5519202,64,1,218.349,4,1,2017,18,Brazil,785,Dutch
14,6,6,6,71,5534953,71,4,215.363,4,1,2017,18,Brazil,785,Australian
9,7,7,7,71,5555144,60,11,211.190,4,1,2017,18,Brazil,785,Brazilian
6,8,8,8,71,5555625,57,10,211.193,4,1,2017,18,Brazil,785,Spanish
5,9,9,9,71,5555762,61,8,212.347,4,1,2017,18,Brazil,785,Mexican
1,1,1,1,55,5654062,52,1,198.652,4,1,2017,24,UAE,3,Finnish
2,2,2,2,55,5657961,51,3,197.041,4,1,2017,24,UAE,3,British
3,3,3,3,55,5673392,5,2,198.416,4,1,2017,24,UAE,3,German
5,4,4,4,55,5699448,53,7,195.376,4,1,2017,24,UAE,3,Finnish
6,5,5,5,55,5700331,43,5,195.969,4,1,2017,24,UAE,3,Dutch
7,6,6,6,55,5739775,53,8,195.303,4,1,2017,24,UAE,3,German
8,7,7,7,55,5746124,52,11,194.708,4,1,2017,24,UAE,3,Mexican
9,8,8,8,55,5752973,47,10,194.860,4,1,2017,24,UAE,3,French
3,1,1,1,58,5373283,53,4,220.782,4,1,2018,1,Australia,10,German
1,2,2,2,58,5378319,50,3,220.845,4,1,2018,1,Australia,10,British
2,3,3,3,58,5379592,57,2,221.027,4,1,2018,1,Australia,10,Finnish
8,4,4,4,58,5380352,54,1,222.128,4,1,2018,1,Australia,10,Australian
10,5,5,5,58,5401169,57,7,219.489,4,1,2018,1,Australia,10,Spanish
4,6,6,6,58,5402228,54,5,219.737,4,1,2018,1,Australia,10,Dutch
7,7,7,7,58,5405954,57,9,219.230,4,1,2018,1,Australia,10,German
15,8,8,8,58,5407622,54,8,219.386,4,1,2018,1,Australia,10,Finnish
11,9,9,9,58,5408204,57,6,219.540,4,1,2018,1,Australia,10,Belgian
9,10,10,10,58,5419005,51,12,217.079,4,1,2018,1,Australia,10,Spanish
12,11,11,11,58,5420100,51,11,217.849,4,1,2018,1,Australia,10,Mexican
14,12,12,12,58,5433561,57,10,217.931,4,1,2018,1,Australia,10,French
18,13,13,13,58,5449042,56,15,215.085,4,1,2018,1,Australia,10,Monegasque
13,14,14,14,58,5451571,55,14,215.688,4,1,2018,1,Australia,10,Canadian
1,1,1,1,57,5521940,21,7,206.274,4,1,2018,3,Bahrain,7,German
3,2,2,2,57,5522639,22,1,207.842,4,1,2018,3,Bahrain,7,Finnish
9,3,3,3,57,5528452,51,2,207.371,4,1,2018,3,Bahrain,7,British
5,4,4,4,57,5584174,46,11,205.382,4,1,2018,3,Bahrain,7,French
6,5,5,5,57,5596986,29,5,206.549,4,1,2018,3,Bahrain,7,Danish
7,6,6,6,57,5620964,50,9,205.807,4,1,2018,3,Bahrain,7,German
6,1,1,1,56,5736380,55,1,204.871,4,1,2018,17,China,5,Australian
3,2,2,2,56,5745274,50,6,202.332,4,1,2018,17,China,5,Finnish
2,3,3,3,56,5746017,48,3,203.446,4,1,2018,17,China,5,Finnish
4,4,4,4,56,5753365,20,4,202.559,4,1,2018,17,China,5,British
5,5,5,5,56,5756816,50,2,203.974,4,1,2018,17,China,5,Dutch
7,6,6,6,56,5757432,56,5,202.553,4,1,2018,17,China,5,German
13,7,7,7,56,5767019,56,7,201.818,4,1,2018,17,China,5,Spanish
1,8,8,8,56,5771666,24,9,201.311,4,1,2018,17,China,5,German
9,9,9,9,56,5772143,54,11,200.744,4,1,2018,17,China,5,Spanish
11,10,10,10,56,5775974,54,14,199.930,4,1,2018,17,China,5,Danish
12,11,11,11,56,5780430,47,12,200.271,4,1,2018,17,China,5,French
8,12,12,12,56,5781105,54,10,200.911,4,1,2018,17,China,5,Mexican
14,13,13,13,56,5785753,54,13,199.961,4,1,2018,17,China,5,Belgian
18,14,14,14,56,5791870,54,17,199.224,4,1,2018,17,China,5,Canadian
16,15,15,15,56,5794621,47,18,198.973,4,1,2018,17,China,5,Russian
20,16,16,16,56,5798984,52,16,199.455,4,1,2018,17,China,5,Swedish
10,17,17,17,56,5801676,51,8,201.453,4,1,2018,17,China,5,French
17,18,18,18,56,5802710,54,15,199.493,4,1,2018,17,China,5,French
19,19,19,19,56,5818955,23,19,198.603,4,1,2018,17,China,5,Monegasque
2,1,1,1,51,6224291,35,2,205.012,4,1,2018,73,Azerbaijan,-7,British
6,2,2,2,51,6226751,50,7,202.874,4,1,2018,73,Azerbaijan,-7,Finnish
8,3,3,3,51,6228315,51,6,203.480,4,1,2018,73,Azerbaijan,-7,Mexican
1,4,4,4,51,6229620,38,4,204.783,4,1,2018,73,Azerbaijan,-7,German
9,5,5,5,51,6231806,50,9,202.242,4,1,2018,73,Azerbaijan,-7,Spanish
13,6,6,6,51,6233449,31,11,201.212,4,1,2018,73,Azerbaijan,-7,Monegasque
12,7,7,7,51,6235222,32,12,201.126,4,1,2018,73,Azerbaijan,-7,Spanish
10,8,8,8,51,6236837,50,8,202.319,4,1,2018,73,Azerbaijan,-7,Canadian
16,9,9,9,51,6238443,50,13,200.720,4,1,2018,73,Azerbaijan,-7,Belgian
19,10,10,10,51,6242321,51,17,199.567,4,1,2018,73,Azerbaijan,-7,New Zealander
18,11,11,11,51,6242803,51,14,200.239,4,1,2018,73,Azerbaijan,-7,Swedish
17,12,12,12,51,6249011,38,15,200.035,4,1,2018,73,Azerbaijan,-7,French
15,13,13,13,51,6264954,35,16,199.813,4,1,2018,73,Azerbaijan,-7,Danish
1,1,1,1,66,5729972,64,3,211.770,4,1,2018,4,Spain,109,British
2,2,2,2,66,5750565,56,5,210.850,4,1,2018,4,Spain,109,Finnish
5,3,3,3,66,5756845,62,4,210.999,4,1,2018,4,Spain,109,Dutch
3,4,4,4,66,5757556,61,2,211.783,4,1,2018,4,Spain,109,German
6,5,5,5,66,5780030,61,1,213.638,4,1,2018,4,Spain,109,Australian
1,1,1,1,78,6174807,13,5,158.984,4,1,2018,6,Monaco,7,Australian
2,2,2,2,78,6182143,14,7,157.933,4,1,2018,6,Monaco,7,German
3,3,3,3,78,6191820,15,8,157.508,4,1,2018,6,Monaco,7,British
4,4,4,4,78,6192934,13,10,157.257,4,1,2018,6,Monaco,7,Finnish
5,5,5,5,78,6193629,21,9,157.422,4,1,2018,6,Monaco,7,Finnish
6,6,6,6,78,6198474,63,14,155.960,4,1,2018,6,Monaco,7,French
10,7,7,7,78,6199138,68,15,155.815,4,1,2018,6,Monaco,7,French
11,8,8,8,78,6199646,57,6,157.941,4,1,2018,6,Monaco,7,German
20,9,9,9,78,6200124,60,1,161.772,4,1,2018,6,Monaco,7,Dutch
8,10,10,10,78,6243820,19,18,155.027,4,1,2018,6,Monaco,7,Spanish
16,11,11,11,78,6244671,19,12,156.145,4,1,2018,6,Monaco,7,Swedish
9,12,12,12,78,6245268,24,19,154.917,4,1,2018,6,Monaco,7,Mexican
19,13,13,13,78,6249630,20,17,155.057,4,1,2018,6,Monaco,7,Danish
1,1,1,1,68,5311377,57,2,212.260,4,1,2018,7,Canada,13,German
2,2,2,2,68,5318753,51,3,212.179,4,1,2018,7,Canada,13,Finnish
3,3,3,3,68,5319737,65,1,212.547,4,1,2018,7,Canada,13,Dutch
6,4,4,4,68,5332269,59,5,211.701,4,1,2018,7,Canada,13,Australian
4,5,5,5,68,5332936,66,6,211.633,4,1,2018,7,Canada,13,British
5,6,6,6,68,5338561,59,4,211.941,4,1,2018,7,Canada,13,Finnish
1,1,1,1,53,5411385,49,5,222.531,4,1,2018,34,France,432,British
4,2,2,2,53,5418475,47,2,223.083,4,1,2018,34,France,432,Dutch
6,3,3,3,53,5437273,48,3,222.792,4,1,2018,34,France,432,Finnish
5,4,4,4,53,5446121,37,7,220.494,4,1,2018,34,France,432,Australian
3,5,5,5,53,5473320,42,4,222.587,4,1,2018,34,France,432,German
9,6,6,6,53,5490749,50,8,220.395,4,1,2018,34,France,432,Danish
2,7,7,7,53,5492017,41,1,223.201,4,1,2018,34,France,432,Finnish
7,8,8,8,53,5498569,46,9,219.904,4,1,2018,34,France,432,Spanish
12,9,9,9,53,5503374,46,11,219.365,4,1,2018,34,France,432,German
8,10,10,10,53,5505258,45,12,219.127,4,1,2018,34,France,432,Monegasque
4,1,1,1,71,4916024,70,4,230.491,4,1,2018,70,Austria,678,Dutch
3,2,2,2,71,4917528,71,1,232.160,4,1,2018,70,Austria,678,Finnish
6,3,3,3,71,4919205,67,2,231.728,4,1,2018,70,Austria,678,German
2,1,1,1,52,5249784,47,1,233.831,4,1,2018,9,UK,153,German
1,2,2,2,52,5252048,52,3,232.424,4,1,2018,9,UK,153,British
3,3,3,3,52,5253436,51,2,233.576,4,1,2018,9,UK,153,Finnish
4,4,4,4,52,5258667,43,4,232.089,4,1,2018,9,UK,153,Finnish
6,5,5,5,52,5259284,46,5,231.551,4,1,2018,9,UK,153,Australian
11,6,6,6,52,5278004,48,7,227.049,4,1,2018,9,UK,153,German
10,7,7,7,52,5279714,48,13,226.562,4,1,2018,9,UK,153,French
13,8,8,8,52,5280899,52,10,226.862,4,1,2018,9,UK,153,Spanish
7,9,9,9,52,5282972,48,12,226.567,4,1,2018,9,UK,153,Danish
12,10,10,10,52,5284492,48,9,226.887,4,1,2018,9,UK,153,Mexican
17,11,11,11,52,5285558,48,11,226.695,4,1,2018,9,UK,153,Belgian
19,12,12,12,52,5287890,48,15,225.927,4,1,2018,9,UK,153,Canadian
14,13,13,13,52,5288913,48,8,226.904,4,1,2018,9,UK,153,French
18,14,14,14,52,5297897,52,18,224.134,4,1,2018,9,UK,153,Russian
14,1,1,1,67,5549845,66,1,217.968,4,1,2018,10,Germany,103,British
2,2,2,2,67,5554380,65,2,217.461,4,1,2018,10,Germany,103,Finnish
3,3,3,3,67,5556577,64,4,216.691,4,1,2018,10,Germany,103,Finnish
4,4,4,4,67,5557499,66,3,217.085,4,1,2018,10,Germany,103,Dutch
7,5,5,5,67,5576454,66,16,211.351,4,1,2018,10,Germany,103,German
6,6,6,6,67,5578716,66,5,214.641,4,1,2018,10,Germany,103,French
10,7,7,7,67,5580401,66,15,211.468,4,1,2018,10,Germany,103,Mexican
15,8,8,8,67,5581595,64,17,211.267,4,1,2018,10,Germany,103,French
13,9,9,9,67,5582207,65,12,211.800,4,1,2018,10,Germany,103,Swedish
17,10,10,10,67,5584042,66,9,211.974,4,1,2018,10,Germany,103,New Zealander
5,11,11,11,67,5584764,66,10,211.930,4,1,2018,10,Germany,103,Danish
8,12,12,12,67,5592914,63,7,212.661,4,1,2018,10,Germany,103,Spanish
19,13,13,13,67,5596462,67,8,212.368,4,1,2018,10,Germany,103,Belgian
1,1,1,1,70,5836427,63,4,194.454,4,1,2018,11,Hungary,264,British
4,2,2,2,70,5853550,70,2,197.007,4,1,2018,11,Hungary,264,German
3,3,3,3,70,5856528,55,3,196.428,4,1,2018,11,Hungary,264,Finnish
12,4,4,4,70,5882846,46,1,197.115,4,1,2018,11,Hungary,264,Australian
2,5,5,5,70,5886427,39,8,192.957,4,1,2018,11,Hungary,264,Finnish
6,6,6,6,70,5909700,64,7,193.078,4,1,2018,11,Hungary,264,French
2,1,1,1,44,5014476,25,2,236.435,4,1,2018,13,Belgium,401,German
1,2,2,2,44,5025537,23,3,236.264,4,1,2018,13,Belgium,401,British
7,3,3,3,44,5045848,36,4,235.767,4,1,2018,13,Belgium,401,Dutch
19,4,4,4,44,5078081,32,1,237.231,4,1,2018,13,Belgium,401,Finnish
4,5,5,5,44,5085499,38,7,233.293,4,1,2018,13,Belgium,401,Mexican
3,6,6,6,44,5093996,35,6,233.298,4,1,2018,13,Belgium,401,French
5,7,7,7,44,5100429,35,8,232.856,4,1,2018,13,Belgium,401,French
9,8,8,8,44,5102115,36,5,233.602,4,1,2018,13,Belgium,401,Danish
10,9,9,9,44,5120368,36,9,232.202,4,1,2018,13,Belgium,401,French
3,1,1,1,53,4614484,30,1,252.794,4,1,2018,14,Italy,162,British
1,2,2,2,53,4623189,28,4,249.713,4,1,2018,14,Italy,162,Finnish
4,3,3,3,53,4628550,39,3,251.544,4,1,2018,14,Italy,162,Finnish
2,4,4,4,53,4630635,51,2,252.770,4,1,2018,14,Italy,162,German
5,5,5,5,53,4632692,41,6,249.432,4,1,2018,14,Italy,162,Dutch
8,7,7,6,53,4672245,48,12,247.555,4,1,2018,14,Italy,162,French
14,8,8,7,53,4673162,44,11,247.743,4,1,2018,14,Italy,162,Mexican
7,9,9,8,53,4692624,43,5,249.671,4,1,2018,14,Italy,162,Spanish
1,1,1,1,61,6671611,56,2,177.108,4,1,2018,15,Singapore,18,British
2,2,2,2,61,6680572,54,5,176.368,4,1,2018,15,Singapore,18,Dutch
3,3,3,3,61,6711595,48,6,174.137,4,1,2018,15,Singapore,18,German
4,4,4,4,61,6723541,42,8,174.052,4,1,2018,15,Singapore,18,Finnish
5,5,5,5,61,6724612,46,7,174.061,4,1,2018,15,Singapore,18,Finnish
6,6,6,6,61,6725593,59,3,176.753,4,1,2018,15,Singapore,18,Australian
11,7,7,7,61,6774612,57,4,176.677,4,1,2018,15,Singapore,18,Spanish
2,1,1,1,53,5245181,50,2,219.492,4,1,2018,71,Russia,2,British
1,2,2,2,53,5247726,50,1,219.617,4,1,2018,71,Russia,2,Finnish
