grid,position,positionText,positionOrder,laps,milliseconds,fastestLap,rank,fastestLapSpeed,familyStatus,Completion Status,year,circuitId,country,alt,nationality
1,1,1,1,56,5982008,31,1,191.996,4,1,2015,17,China,5,British
2,2,2,2,56,5982722,39,2,191.328,4,1,2015,17,China,5,German
3,3,3,3,56,5984996,15,5,190.487,4,1,2015,17,China,5,German
6,4,4,4,56,5985843,48,6,190.472,4,1,2015,17,China,5,Finnish
4,5,5,5,56,5990552,37,4,191.013,4,1,2015,17,China,5,Brazilian
5,6,6,6,56,5991893,37,7,190.426,4,1,2015,17,China,5,Finnish
8,7,7,7,56,6001016,34,8,190.272,4,1,2015,17,China,5,French
9,8,8,8,56,6004633,46,12,189.248,4,1,2015,17,China,5,Brazilian
7,9,9,9,56,6014125,46,9,190.068,4,1,2015,17,China,5,Australian
1,1,1,1,57,5705809,38,5,199.098,4,1,2015,3,Bahrain,7,British
4,2,2,2,57,5709189,42,1,202.294,4,1,2015,3,Bahrain,7,Finnish
3,3,3,3,57,5711842,36,3,200.184,4,1,2015,3,Bahrain,7,German
5,4,4,4,57,5748766,16,6,198.615,4,1,2015,3,Bahrain,7,Finnish
2,5,5,5,57,5749798,38,2,201.639,4,1,2015,3,Bahrain,7,German
7,6,6,6,57,5767560,53,12,196.903,4,1,2015,3,Bahrain,7,Australian
10,7,7,7,57,5790572,34,15,196.480,4,1,2015,3,Bahrain,7,French
1,1,1,1,66,6072555,53,2,188.061,4,1,2015,4,Spain,109,German
2,2,2,2,66,6090106,54,1,189.849,4,1,2015,4,Spain,109,British
3,3,3,3,66,6117897,61,6,184.687,4,1,2015,4,Spain,109,German
4,4,4,4,66,6131772,44,5,184.740,4,1,2015,4,Spain,109,Finnish
7,5,5,5,66,6132557,47,3,186.342,4,1,2015,4,Spain,109,Finnish
9,6,6,6,66,6153869,51,4,185.429,4,1,2015,4,Spain,109,Brazilian
2,1,1,1,78,6558420,76,2,152.841,4,1,2015,6,Monaco,7,German
3,2,2,2,78,6562906,75,4,152.347,4,1,2015,6,Monaco,7,German
1,3,3,3,78,6564473,42,3,152.692,4,1,2015,6,Monaco,7,British
5,4,4,4,78,6570385,75,7,151.815,4,1,2015,6,Monaco,7,Russian
4,5,5,5,78,6572028,74,1,153.891,4,1,2015,6,Monaco,7,Australian
6,6,6,6,78,6572765,74,10,150.822,4,1,2015,6,Monaco,7,Finnish
7,7,7,7,78,6573433,74,11,150.811,4,1,2015,6,Monaco,7,Mexican
10,8,8,8,78,6574483,76,9,151.128,4,1,2015,6,Monaco,7,British
14,9,9,9,78,6582046,76,15,150.133,4,1,2015,6,Monaco,7,Brazilian
0,10,10,10,78,6583476,48,13,150.511,4,1,2015,6,Monaco,7,Spanish
11,11,11,11,78,6584652,46,14,150.313,4,1,2015,6,Monaco,7,German
15,12,12,12,78,6586835,40,17,149.263,4,1,2015,6,Monaco,7,French
17,13,13,13,78,6589579,75,8,151.519,4,1,2015,6,Monaco,7,Swedish
16,14,14,14,78,6604209,74,6,152.173,4,1,2015,6,Monaco,7,Finnish
1,1,1,1,70,5513145,64,3,202.648,4,1,2015,7,Canada,13,British
2,2,2,2,70,5515430,63,5,202.218,4,1,2015,7,Canada,13,German
4,3,3,3,70,5553811,67,6,201.478,4,1,2015,7,Canada,13,Finnish
3,4,4,4,70,5558770,42,1,203.925,4,1,2015,7,Canada,13,Finnish
18,5,5,5,70,5563048,59,2,203.613,4,1,2015,7,Canada,13,German
15,6,6,6,70,5569526,64,4,202.437,4,1,2015,7,Canada,13,Brazilian
6,7,7,7,70,5579809,51,10,200.288,4,1,2015,7,Canada,13,Venezuelan
2,1,1,1,71,5416930,35,1,218.622,4,1,2015,70,Austria,678,German
1,2,2,2,71,5425730,60,2,217.888,4,1,2015,70,Austria,678,British
4,3,3,3,71,5434503,58,4,217.468,4,1,2015,70,Austria,678,Brazilian
3,4,4,4,71,5435111,44,3,217.815,4,1,2015,70,Austria,678,German
6,5,5,5,71,5470534,52,7,215.557,4,1,2015,70,Austria,678,Finnish
5,6,6,6,71,5481005,62,12,214.686,4,1,2015,70,Austria,678,German
1,1,1,1,52,5487729,29,1,218.425,4,1,2015,9,UK,153,British
2,2,2,2,52,5498685,24,2,217.730,4,1,2015,9,UK,153,German
6,3,3,3,52,5513172,31,6,217.053,4,1,2015,9,UK,153,German
3,4,4,4,52,5524568,26,3,217.589,4,1,2015,9,UK,153,Brazilian
4,5,5,5,52,5550923,32,5,217.484,4,1,2015,9,UK,153,Finnish
7,6,6,6,52,5551684,28,7,216.603,4,1,2015,9,UK,153,Russian
9,7,7,7,52,5566473,32,9,215.752,4,1,2015,9,UK,153,German
3,1,1,1,69,6369985,63,5,181.759,4,1,2015,11,Hungary,264,German
7,2,2,2,69,6385733,57,4,182.290,4,1,2015,11,Hungary,264,Russian
4,3,3,3,69,6395069,68,1,185.939,4,1,2015,11,Hungary,264,Australian
9,4,4,4,69,6414236,62,11,179.938,4,1,2015,11,Hungary,264,Dutch
15,5,5,5,69,6419064,67,10,180.637,4,1,2015,11,Hungary,264,Spanish
1,6,6,6,69,6422010,68,3,183.974,4,1,2015,11,Hungary,264,British
10,7,7,7,69,6428563,60,14,179.059,4,1,2015,11,Hungary,264,French
2,8,8,8,69,6428861,68,2,185.223,4,1,2015,11,Hungary,264,German
16,9,9,9,69,6437013,65,17,178.139,4,1,2015,11,Hungary,264,British
17,10,10,10,69,6439115,60,12,179.214,4,1,2015,11,Hungary,264,Swedish
18,11,11,11,69,6443443,51,15,178.678,4,1,2015,11,Hungary,264,Brazilian
8,12,12,12,69,6444263,59,6,181.566,4,1,2015,11,Hungary,264,Brazilian
6,13,13,13,69,6450213,51,8,181.161,4,1,2015,11,Hungary,264,Finnish
14,14,14,14,69,6455127,62,9,181.012,4,1,2015,11,Hungary,264,Venezuelan
1,1,1,1,43,5020387,34,2,224.120,4,1,2015,13,Belgium,401,British
2,2,2,2,43,5022445,34,1,224.295,4,1,2015,13,Belgium,401,German
9,3,3,3,43,5058375,37,12,219.677,4,1,2015,13,Belgium,401,French
12,4,4,4,43,5066079,29,3,223.073,4,1,2015,13,Belgium,401,Russian
4,5,5,5,43,5074384,29,13,219.645,4,1,2015,13,Belgium,401,Mexican
6,6,6,6,43,5075670,23,8,220.998,4,1,2015,13,Belgium,401,Brazilian
16,7,7,7,43,5076090,30,9,220.180,4,1,2015,13,Belgium,401,Finnish
18,8,8,8,43,5076463,36,4,222.592,4,1,2015,13,Belgium,401,Dutch
13,10,10,10,43,5111621,30,7,221.136,4,1,2015,13,Belgium,401,Swedish
14,11,11,11,43,5122698,29,6,221.196,4,1,2015,13,Belgium,401,Brazilian
1,1,1,1,53,4680688,48,1,240.617,4,1,2015,14,Italy,162,British
3,2,2,2,53,4705730,52,3,238.678,4,1,2015,14,Italy,162,German
5,3,3,3,53,4728323,31,8,237.326,4,1,2015,14,Italy,162,Brazilian
6,4,4,4,53,4728684,49,6,238.272,4,1,2015,14,Italy,162,Finnish
2,5,5,5,53,4749548,43,7,238.111,4,1,2015,14,Italy,162,Finnish
7,6,6,6,53,4753471,46,10,236.609,4,1,2015,14,Italy,162,Mexican
1,1,1,1,61,7282118,53,2,165.659,4,1,2015,15,Singapore,18,German
2,2,2,2,61,7283596,52,1,165.701,4,1,2015,15,Singapore,18,Australian
3,3,3,3,61,7299272,48,5,165.251,4,1,2015,15,Singapore,18,Finnish
6,4,4,4,61,7306838,50,7,164.368,4,1,2015,15,Singapore,18,German
7,5,5,5,61,7316322,49,10,163.765,4,1,2015,15,Singapore,18,Finnish
4,6,6,6,61,7317626,36,8,164.109,4,1,2015,15,Singapore,18,Russian
13,7,7,7,61,7332954,44,12,162.847,4,1,2015,15,Singapore,18,Mexican
8,8,8,8,61,7333568,43,4,165.315,4,1,2015,15,Singapore,18,Dutch
14,9,9,9,61,7334978,43,6,165.161,4,1,2015,15,Singapore,18,Spanish
16,10,10,10,61,7372163,36,15,161.984,4,1,2015,15,Singapore,18,Brazilian
17,11,11,11,61,7379625,30,11,163.395,4,1,2015,15,Singapore,18,Swedish
18,12,12,12,61,7379836,57,3,165.500,4,1,2015,15,Singapore,18,Venezuelan
2,1,1,1,53,5286508,33,1,217.434,4,1,2015,22,Japan,45,British
1,2,2,2,53,5305472,31,2,215.191,4,1,2015,22,Japan,45,German
4,3,3,3,53,5307358,32,3,213.523,4,1,2015,22,Japan,45,German
6,4,4,4,53,5320276,32,4,213.242,4,1,2015,22,Japan,45,Finnish
3,5,5,5,53,5323254,41,8,212.795,4,1,2015,22,Japan,45,Finnish
13,6,6,6,53,5342067,43,9,212.600,4,1,2015,22,Japan,45,German
8,7,7,7,53,5358806,35,6,212.955,4,1,2015,22,Japan,45,French
11,8,8,8,53,5360083,39,5,213.022,4,1,2015,22,Japan,45,Venezuelan
17,9,9,9,53,5381823,32,7,212.803,4,1,2015,22,Japan,45,Dutch
2,1,1,1,53,5831024,44,3,209.328,4,1,2015,71,Russia,2,British
4,2,2,2,53,5836977,51,1,210.378,4,1,2015,71,Russia,2,German
7,3,3,3,53,5859942,48,9,206.862,4,1,2015,71,Russia,2,Mexican
15,4,4,4,53,5869855,48,4,208.689,4,1,2015,71,Russia,2,Brazilian
5,8,8,8,53,5903382,48,2,209.910,4,1,2015,71,Russia,2,Finnish
12,6,6,6,53,5887532,52,6,207.678,4,1,2015,71,Russia,2,Brazilian
14,7,7,7,53,5892112,52,7,207.402,4,1,2015,71,Russia,2,Venezuelan
13,9,9,9,53,5910491,53,13,204.261,4,1,2015,71,Russia,2,British
9,10,10,10,53,5919448,45,15,203.871,4,1,2015,71,Russia,2,Dutch
19,11,11,11,53,5922234,29,12,205.115,4,1,2015,71,Russia,2,Spanish
2,1,1,1,56,6652703,48,2,197.014,4,1,2015,69,USA,161,British
11,5,5,5,53,5878590,\N,0,\N,4,1,2015,71,Russia,2,Russian
1,2,2,2,56,6655553,49,1,197.154,4,1,2015,69,USA,161,German
13,3,3,3,56,6656084,52,3,195.863,4,1,2015,69,USA,161,German
8,4,4,4,56,6675062,51,9,192.366,4,1,2015,69,USA,161,Dutch
5,5,5,5,56,6677116,54,7,192.668,4,1,2015,69,USA,161,Mexican
11,6,6,6,56,6680761,50,8,192.638,4,1,2015,69,USA,161,British
20,7,7,7,56,6683322,51,5,193.325,4,1,2015,69,USA,161,Spanish
12,8,8,8,56,6684976,51,6,192.970,4,1,2015,69,USA,161,Venezuelan
15,9,9,9,56,6692960,54,12,190.090,4,1,2015,69,USA,161,Brazilian
3,10,10,10,56,6706074,53,4,194.614,4,1,2015,69,USA,161,Australian
9,11,11,11,56,6707519,55,11,190.243,4,1,2015,69,USA,161,Spanish
17,12,12,12,56,6727980,50,16,183.472,4,1,2015,69,USA,161,American
1,1,1,1,71,6155038,67,1,192.426,4,1,2015,32,Mexico,2227,German
2,2,2,2,71,6156992,67,2,191.945,4,1,2015,32,Mexico,2227,British
6,3,3,3,71,6169630,68,4,189.917,4,1,2015,32,Mexico,2227,Finnish
4,4,4,4,71,6171610,69,3,190.001,4,1,2015,32,Mexico,2227,Russian
5,5,5,5,71,6174720,70,5,189.824,4,1,2015,32,Mexico,2227,Australian
7,6,6,6,71,6176531,71,7,188.935,4,1,2015,32,Mexico,2227,Brazilian
10,7,7,7,71,6180898,69,9,188.059,4,1,2015,32,Mexico,2227,German
9,8,8,8,71,6189381,51,12,187.227,4,1,2015,32,Mexico,2227,Mexican
8,9,9,9,71,6190267,70,10,187.576,4,1,2015,32,Mexico,2227,Dutch
12,10,10,10,71,6192972,69,13,186.920,4,1,2015,32,Mexico,2227,French
13,11,11,11,71,6193576,70,14,186.762,4,1,2015,32,Mexico,2227,Venezuelan
14,12,12,12,71,6195218,62,11,187.320,4,1,2015,32,Mexico,2227,Swedish
11,13,13,13,71,6203810,46,8,188.560,4,1,2015,32,Mexico,2227,Spanish
20,14,14,14,71,6204252,49,15,186.666,4,1,2015,32,Mexico,2227,British
1,1,1,1,71,5469090,57,2,206.950,4,1,2015,18,Brazil,785,German
2,2,2,2,71,5476846,51,1,207.296,4,1,2015,18,Brazil,785,British
3,3,3,3,71,5483334,57,3,206.705,4,1,2015,18,Brazil,785,German
4,4,4,4,71,5516633,48,4,205.691,4,1,2015,18,Brazil,785,Finnish
1,1,1,1,55,5910175,37,5,189.779,4,1,2015,24,UAE,3,German
2,2,2,2,55,5918446,44,1,191.302,4,1,2015,24,UAE,3,British
3,3,3,3,55,5929605,47,4,190.528,4,1,2015,24,UAE,3,Finnish
15,4,4,4,55,5953910,48,2,191.242,4,1,2015,24,UAE,3,German
4,5,5,5,55,5974127,30,8,188.818,4,1,2015,24,UAE,3,Mexican
5,6,6,6,55,5975185,46,9,188.085,4,1,2015,24,UAE,3,Australian
7,7,7,7,55,6003793,29,16,186.751,4,1,2015,24,UAE,3,German
8,8,8,8,55,6007926,33,14,186.891,4,1,2015,24,UAE,3,Brazilian
18,9,9,9,55,6008376,47,7,188.877,4,1,2015,24,UAE,3,French
9,10,10,10,55,6012546,27,13,187.069,4,1,2015,24,UAE,3,Russian
10,11,11,11,55,6013700,38,15,186.867,4,1,2015,24,UAE,3,Spanish
2,1,1,1,57,6495565,21,3,210.815,4,1,2016,1,Australia,10,German
1,2,2,2,57,6503625,48,4,210.608,4,1,2016,1,Australia,10,British
3,3,3,3,57,6505208,23,2,212.235,4,1,2016,1,Australia,10,German
8,4,4,4,57,6519895,49,1,214.510,4,1,2016,1,Australia,10,Australian
6,5,5,5,57,6554544,39,9,206.861,4,1,2016,1,Australia,10,Brazilian
19,6,6,6,57,6567646,48,17,205.582,4,1,2016,1,Australia,10,French
10,7,7,7,57,6569764,49,16,205.646,4,1,2016,1,Australia,10,German
16,8,8,8,57,6570718,51,14,205.886,4,1,2016,1,Australia,10,Finnish
7,9,9,9,57,6571245,23,7,208.253,4,1,2016,1,Australia,10,Spanish
5,10,10,10,57,6572398,44,6,208.606,4,1,2016,1,Australia,10,Dutch
13,11,11,11,57,6578964,14,18,205.376,4,1,2016,1,Australia,10,British
14,12,12,12,57,6581171,45,10,206.494,4,1,2016,1,Australia,10,Danish
9,13,13,13,57,6587264,39,15,205.764,4,1,2016,1,Australia,10,Mexican
2,1,1,1,57,5614696,41,1,206.210,4,1,2016,3,Bahrain,7,German
4,2,2,2,57,5624978,39,3,204.745,4,1,2016,3,Bahrain,7,Finnish
1,3,3,3,57,5644844,43,2,205.785,4,1,2016,3,Bahrain,7,British
5,4,4,4,57,5677190,44,9,202.814,4,1,2016,3,Bahrain,7,Australian
9,5,5,5,57,5692995,42,11,202.749,4,1,2016,3,Bahrain,7,French
10,6,6,6,57,5695625,49,7,204.004,4,1,2016,3,Bahrain,7,Dutch
1,1,1,1,56,5933891,38,6,195.419,4,1,2016,17,China,5,German
4,2,2,2,56,5971667,37,9,195.046,4,1,2016,17,China,5,German
6,3,3,3,56,5979827,38,14,193.248,4,1,2016,17,China,5,Russian
2,4,4,4,56,5986579,55,11,194.264,4,1,2016,17,China,5,Australian
3,5,5,5,56,5999763,40,8,195.079,4,1,2016,17,China,5,Finnish
10,6,6,6,56,6009402,34,16,192.737,4,1,2016,17,China,5,Brazilian
22,7,7,7,56,6012121,32,10,194.945,4,1,2016,17,China,5,British
9,8,8,8,56,6013159,41,5,195.456,4,1,2016,17,China,5,Dutch
8,9,9,9,56,6018018,35,12,193.364,4,1,2016,17,China,5,Spanish
5,10,10,10,56,6020083,23,15,193.225,4,1,2016,17,China,5,Finnish
7,11,11,11,56,6028174,30,17,192.679,4,1,2016,17,China,5,Mexican
11,12,12,12,56,6031144,36,19,191.962,4,1,2016,17,China,5,Spanish
12,13,13,13,56,6035881,46,3,195.652,4,1,2016,17,China,5,British
1,1,1,1,53,5561997,52,1,212.452,4,1,2016,71,Russia,2,German
10,2,2,2,53,5587019,36,4,209.969,4,1,2016,71,Russia,2,British
3,3,3,3,53,5593995,47,3,210.315,4,1,2016,71,Russia,2,Finnish
2,4,4,4,53,5612214,37,6,208.115,4,1,2016,71,Russia,2,Finnish
4,5,5,5,53,5636424,52,2,211.070,4,1,2016,71,Russia,2,Brazilian
4,1,1,1,66,6100017,36,6,188.682,4,1,2016,4,Spain,109,Dutch
5,2,2,2,66,6100633,38,4,189.274,4,1,2016,4,Spain,109,Finnish
6,3,3,3,66,6105598,39,2,190.488,4,1,2016,4,Spain,109,German
3,4,4,4,66,6143967,46,3,189.980,4,1,2016,4,Spain,109,Australian
7,5,5,5,66,6145288,60,8,188.120,4,1,2016,4,Spain,109,Finnish
8,6,6,6,66,6161412,42,11,186.899,4,1,2016,4,Spain,109,Spanish
9,7,7,7,66,6179555,37,15,186.612,4,1,2016,4,Spain,109,Mexican
18,8,8,8,66,6180724,43,9,187.789,4,1,2016,4,Spain,109,Brazilian
3,1,1,1,78,7169133,71,1,154.135,4,1,2016,6,Monaco,7,British
1,2,2,2,78,7176385,67,3,153.437,4,1,2016,6,Monaco,7,Australian
7,3,3,3,78,7182958,64,4,153.139,4,1,2016,6,Monaco,7,Mexican
4,4,4,4,78,7184979,62,2,154.005,4,1,2016,6,Monaco,7,German
9,5,5,5,78,7254209,72,8,151.739,4,1,2016,6,Monaco,7,Spanish
5,6,6,6,78,7262132,74,11,151.620,4,1,2016,6,Monaco,7,German
2,7,7,7,78,7262423,74,6,152.523,4,1,2016,6,Monaco,7,German
1,1,1,1,70,5465296,68,2,206.625,4,1,2016,7,Canada,13,British
3,2,2,2,70,5470307,70,3,205.769,4,1,2016,7,Canada,13,German
7,3,3,3,70,5511718,68,10,204.055,4,1,2016,7,Canada,13,Finnish
5,4,4,4,70,5518316,49,4,205.710,4,1,2016,7,Canada,13,Dutch
2,5,5,5,70,5527389,60,1,207.669,4,1,2016,7,Canada,13,German
6,6,6,6,70,5528313,44,9,204.105,4,1,2016,7,Canada,13,Finnish
4,7,7,7,70,5528930,51,5,205.207,4,1,2016,7,Canada,13,Australian
1,1,1,1,51,5572366,48,1,202.946,4,1,2016,73,Azerbaijan,-7,German
3,2,2,2,51,5589062,49,5,201.917,4,1,2016,73,Azerbaijan,-7,German
7,3,3,3,51,5597607,45,4,201.988,4,1,2016,73,Azerbaijan,-7,Mexican
4,4,4,4,51,5605468,41,6,201.629,4,1,2016,73,Azerbaijan,-7,Finnish
10,5,5,5,51,5628701,42,2,202.306,4,1,2016,73,Azerbaijan,-7,British
8,6,6,6,51,5633252,50,9,200.836,4,1,2016,73,Azerbaijan,-7,Finnish
2,7,7,7,51,5641595,51,12,200.590,4,1,2016,73,Azerbaijan,-7,Australian
9,8,8,8,51,5643062,50,3,202.021,4,1,2016,73,Azerbaijan,-7,Dutch
12,9,9,9,51,5650074,37,15,200.077,4,1,2016,73,Azerbaijan,-7,German
5,10,10,10,51,5657741,35,13,200.543,4,1,2016,73,Azerbaijan,-7,Brazilian
19,11,11,11,51,5677183,50,10,200.802,4,1,2016,73,Azerbaijan,-7,British
1,1,1,1,71,5258107,67,1,227.647,4,1,2016,70,Austria,678,British
8,2,2,2,71,5263826,69,5,223.700,4,1,2016,70,Austria,678,Dutch
4,3,3,3,71,5264131,66,4,226.110,4,1,2016,70,Austria,678,Finnish
6,4,4,4,71,5274817,66,2,227.381,4,1,2016,70,Austria,678,German
5,5,5,5,71,5289088,66,3,226.459,4,1,2016,70,Austria,678,Australian
3,6,6,6,71,5295813,70,9,222.476,4,1,2016,70,Austria,678,British
13,7,7,7,71,5302775,67,8,222.718,4,1,2016,70,Austria,678,French
15,8,8,8,71,5305507,68,11,222.042,4,1,2016,70,Austria,678,Spanish
1,1,1,1,52,5695831,45,3,221.440,4,1,2016,9,UK,153,British
3,2,2,2,52,5704081,41,6,219.979,4,1,2016,9,UK,153,Dutch
2,3,3,3,52,5712742,44,1,221.957,4,1,2016,9,UK,153,German
4,4,4,4,52,5722042,52,4,220.882,4,1,2016,9,UK,153,Australian
5,5,5,5,52,5765574,39,8,218.648,4,1,2016,9,UK,153,Finnish
10,6,6,6,52,5772772,35,15,216.625,4,1,2016,9,UK,153,Mexican
8,7,7,7,52,5773543,51,11,217.250,4,1,2016,9,UK,153,German
7,8,8,8,52,5781689,43,10,217.734,4,1,2016,9,UK,153,Spanish
11,9,9,9,52,5787485,44,7,218.786,4,1,2016,9,UK,153,German
15,10,10,10,52,5788431,35,13,217.141,4,1,2016,9,UK,153,Russian
2,1,1,1,70,6030115,69,3,188.095,4,1,2016,11,Hungary,264,British
1,2,2,2,70,6032092,60,2,188.497,4,1,2016,11,Hungary,264,German
3,3,3,3,70,6057654,60,5,186.407,4,1,2016,11,Hungary,264,Australian
5,4,4,4,70,6058328,59,4,186.904,4,1,2016,11,Hungary,264,German
4,5,5,5,70,6078774,40,7,186.234,4,1,2016,11,Hungary,264,Dutch
14,6,6,6,70,6079159,52,1,189.822,4,1,2016,11,Hungary,264,Finnish
2,1,1,1,67,5444200,52,3,209.107,4,1,2016,10,Germany,103,British
3,2,2,2,67,5451196,48,1,209.918,4,1,2016,10,Germany,103,Australian
4,3,3,3,67,5457613,47,4,208.673,4,1,2016,10,Germany,103,Dutch
1,4,4,4,67,5460045,51,5,208.114,4,1,2016,10,Germany,103,German
6,5,5,5,67,5476770,48,2,209.203,4,1,2016,10,Germany,103,German
5,6,6,6,67,5481223,36,6,206.937,4,1,2016,10,Germany,103,Finnish
8,7,7,7,67,5514249,46,12,205.686,4,1,2016,10,Germany,103,German
1,1,1,1,44,6291058,11,2,225.640,4,1,2016,13,Belgium,401,German
5,2,2,2,44,6305171,11,4,224.205,4,1,2016,13,Belgium,401,Australian
21,3,3,3,44,6318692,40,1,225.969,4,1,2016,13,Belgium,401,British
7,4,4,4,44,6326965,41,10,222.094,4,1,2016,13,Belgium,401,German
6,5,5,5,44,6331718,34,8,222.321,4,1,2016,13,Belgium,401,Mexican
4,6,6,6,44,6336452,35,5,223.674,4,1,2016,13,Belgium,401,German
22,7,7,7,44,6350503,43,15,220.243,4,1,2016,13,Belgium,401,Spanish
8,8,8,8,44,6351209,31,12,220.946,4,1,2016,13,Belgium,401,Finnish
3,9,9,9,44,6352167,27,9,222.157,4,1,2016,13,Belgium,401,Finnish
10,10,10,10,44,6356931,25,14,220.517,4,1,2016,13,Belgium,401,Brazilian
2,11,11,11,44,6362196,32,7,222.582,4,1,2016,13,Belgium,401,Dutch
18,12,12,12,44,6364935,26,13,220.530,4,1,2016,13,Belgium,401,Mexican
11,13,13,13,44,6367532,25,11,221.561,4,1,2016,13,Belgium,401,French
19,14,14,14,44,6378155,37,3,224.965,4,1,2016,13,Belgium,401,Russian
13,15,15,15,44,6384223,41,6,222.641,4,1,2016,13,Belgium,401,British
2,1,1,1,53,4648089,26,9,240.820,4,1,2016,14,Italy,162,German
1,2,2,2,53,4663159,27,4,241.646,4,1,2016,14,Italy,162,British
3,3,3,3,53,4669079,48,5,241.626,4,1,2016,14,Italy,162,German
4,4,4,4,53,4675650,50,3,242.452,4,1,2016,14,Italy,162,Finnish
6,5,5,5,53,4693384,52,2,242.726,4,1,2016,14,Italy,162,Australian
5,6,6,6,53,4699104,46,10,240.517,4,1,2016,14,Italy,162,Finnish
7,7,7,7,53,4702325,50,8,241.361,4,1,2016,14,Italy,162,Dutch
8,8,8,8,53,4713043,40,12,239.930,4,1,2016,14,Italy,162,Mexican
11,9,9,9,53,4713706,50,7,241.375,4,1,2016,14,Italy,162,Brazilian
9,10,10,10,53,4726745,40,13,239.837,4,1,2016,14,Italy,162,German
1,1,1,1,61,6948950,38,6,165.318,4,1,2016,15,Singapore,18,German
2,2,2,2,61,6949438,49,1,170.113,4,1,2016,15,Singapore,18,Australian
3,3,3,3,61,6956988,52,3,169.221,4,1,2016,15,Singapore,18,British
5,4,4,4,61,6959169,51,4,168.515,4,1,2016,15,Singapore,18,Finnish
22,5,5,5,61,6976644,45,2,169.863,4,1,2016,15,Singapore,18,German
4,6,6,6,61,7020147,46,5,167.207,4,1,2016,15,Singapore,18,Dutch
9,7,7,7,61,7038148,49,12,163.902,4,1,2016,15,Singapore,18,Spanish
17,8,8,8,61,7060012,34,15,163.508,4,1,2016,15,Singapore,18,Mexican
7,9,9,9,61,7060507,39,9,164.353,4,1,2016,15,Singapore,18,Russian
15,10,10,10,61,7068902,44,8,164.480,4,1,2016,15,Singapore,18,Danish
4,1,1,1,56,5832776,44,3,204.771,4,1,2016,2,Malaysia,18,Australian
3,2,2,2,56,5835219,44,2,204.925,4,1,2016,2,Malaysia,18,Dutch
2,3,3,3,56,5858292,44,1,206.948,4,1,2016,2,Malaysia,18,German
6,4,4,4,56,5861561,47,4,204.736,4,1,2016,2,Malaysia,18,Finnish
11,5,5,5,56,5894358,53,9,201.159,4,1,2016,2,Malaysia,18,Finnish
7,6,6,6,56,5896570,51,11,200.898,4,1,2016,2,Malaysia,18,Mexican
22,7,7,7,56,5897981,44,6,203.017,4,1,2016,2,Malaysia,18,Spanish
8,8,8,8,56,5906838,43,5,204.051,4,1,2016,2,Malaysia,18,German
9,9,9,9,56,5914592,51,8,202.094,4,1,2016,2,Malaysia,18,British
19,10,10,10,56,5928242,53,12,200.853,4,1,2016,2,Malaysia,18,British
16,11,11,11,56,5931654,44,10,201.070,4,1,2016,2,Malaysia,18,Spanish
1,1,1,1,53,5203333,31,5,217.651,4,1,2016,22,Japan,45,German
3,2,2,2,53,5208311,43,6,216.890,4,1,2016,22,Japan,45,Dutch
2,3,3,3,53,5209109,36,2,219.703,4,1,2016,22,Japan,45,British
6,4,4,4,53,5223602,36,1,219.781,4,1,2016,22,Japan,45,German
8,5,5,5,53,5231703,33,4,217.785,4,1,2016,22,Japan,45,Finnish
4,6,6,6,53,5237274,36,3,218.877,4,1,2016,22,Japan,45,Australian
5,7,7,7,53,5260828,31,7,216.061,4,1,2016,22,Japan,45,Mexican
9,8,8,8,53,5262510,39,10,214.740,4,1,2016,22,Japan,45,German
12,9,9,9,53,5301096,35,14,213.787,4,1,2016,22,Japan,45,Brazilian
11,10,10,10,53,5301656,33,15,213.658,4,1,2016,22,Japan,45,Finnish
7,11,11,11,53,5302587,32,8,215.473,4,1,2016,22,Japan,45,French
1,1,1,1,56,5892618,45,4,193.842,4,1,2016,69,USA,161,British
2,2,2,2,56,5897138,34,3,194.773,4,1,2016,69,USA,161,German
3,3,3,3,56,5912310,51,7,193.523,4,1,2016,69,USA,161,Australian
6,4,4,4,56,5935752,55,1,198.712,4,1,2016,69,USA,161,German
12,5,5,5,56,5986571,36,10,191.752,4,1,2016,69,USA,161,Spanish
10,6,6,6,56,5988742,33,8,193.002,4,1,2016,69,USA,161,Spanish
1,1,1,1,71,6031402,66,4,187.592,4,1,2016,32,Mexico,2227,British
2,2,2,2,71,6039756,43,5,187.148,4,1,2016,32,Mexico,2227,German
4,3,3,3,71,6052260,53,1,190.972,4,1,2016,32,Mexico,2227,Australian
3,4,4,4,71,6052725,66,6,186.934,4,1,2016,32,Mexico,2227,Dutch
7,5,5,5,71,6058715,61,2,187.817,4,1,2016,32,Mexico,2227,German
6,6,6,6,71,6080778,47,3,187.783,4,1,2016,32,Mexico,2227,Finnish
5,7,7,7,71,6090293,50,9,186.034,4,1,2016,32,Mexico,2227,German
8,8,8,8,71,6097014,65,11,185.472,4,1,2016,32,Mexico,2227,Finnish
9,9,9,9,71,6107608,64,12,185.392,4,1,2016,32,Mexico,2227,Brazilian
12,10,10,10,71,6108200,62,13,185.324,4,1,2016,32,Mexico,2227,Mexican
1,1,1,1,71,10861335,44,3,181.137,4,1,2016,18,Brazil,785,British
2,2,2,2,71,10872790,47,6,179.912,4,1,2016,18,Brazil,785,German
4,3,3,3,71,10882816,67,1,181.846,4,1,2016,18,Brazil,785,Dutch
9,4,4,4,71,10886681,41,11,178.113,4,1,2016,18,Brazil,785,Mexican
