resultId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,familyStatus,Completion Status,year,circuitId,country,alt,isHistoric,trackType,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,nationality
16055,1,7,\N,R,14,0.0,20,\N,\N,\N,\N,\N,\N,6,0,1970,10,Germany,103,0,0,,,,,,,,,,British
16057,22,19,\N,R,16,0.0,11,\N,\N,\N,\N,\N,\N,6,0,1970,10,Germany,103,0,0,,,,,,,,,,Swedish
16059,18,18,\N,R,18,0.0,5,\N,\N,\N,\N,\N,\N,6,0,1970,10,Germany,103,0,0,,,,,,,,,,British
16102,21,11,\N,R,16,0.0,30,\N,\N,\N,\N,\N,\N,6,0,1970,23,Austria,678,0,0,,,,,,,,0.0,race,New Zealander
16103,15,12,\N,R,17,0.0,27,\N,\N,\N,\N,\N,\N,6,0,1970,23,Austria,678,0,0,,,,,,,,0.0,race,British
16104,26,19,\N,R,18,0.0,25,\N,\N,\N,\N,\N,\N,6,0,1970,23,Austria,678,0,0,,,,,,,,0.0,race,Australian
16105,6,1,\N,R,19,0.0,21,\N,\N,\N,\N,\N,\N,6,0,1970,23,Austria,678,0,0,,,,,,,,0.0,race,Austrian
16110,2,9,\N,R,24,0.0,0,\N,\N,\N,\N,\N,\N,6,0,1970,23,Austria,678,0,0,,,,,,,,0.0,race,French
16120,8,6,\N,R,10,0.0,36,\N,\N,\N,\N,\N,\N,6,0,1970,14,Italy,162,1,0,,,,,,,,,,British
16121,52,13,\N,R,11,0.0,35,\N,\N,\N,\N,\N,\N,6,0,1970,14,Italy,162,1,0,,,,,,,,,,Swedish
16125,54,19,\N,R,15,0.0,17,\N,\N,\N,\N,\N,\N,6,0,1970,14,Italy,162,1,0,,,,,,,,,,Australian
16127,42,5,\N,R,17,0.0,14,\N,\N,\N,\N,\N,\N,6,0,1970,14,Italy,162,1,0,,,,,,,,,,French
16128,10,2,\N,R,18,0.0,12,\N,\N,\N,\N,\N,\N,6,0,1970,14,Italy,162,1,0,,,,,,,,,,Mexican
16129,50,7,\N,R,19,0.0,3,\N,\N,\N,\N,\N,\N,6,0,1970,14,Italy,162,1,0,,,,,,,,,,Swiss
16152,5,15,\N,R,15,0.0,58,\N,\N,\N,\N,\N,\N,6,0,1970,52,Canada,214,0,0,,,,,,,,,,New Zealander
16157,21,14,\N,R,20,0.0,21,\N,\N,\N,\N,\N,\N,6,0,1970,52,Canada,214,0,0,,,,,,,,,,Swiss
16179,20,7,\N,R,22,0.0,14,\N,\N,\N,\N,\N,\N,6,0,1970,46,USA,485,0,0,,,,,,,,,,British
16180,21,14,\N,R,23,0.0,10,\N,\N,\N,\N,\N,\N,6,0,1970,46,USA,485,0,0,,,,,,,,,,Canadian
16181,17,8,\N,R,24,0.0,6,\N,\N,\N,\N,\N,\N,6,0,1970,46,USA,485,0,0,,,,,,,,,,British
16195,15,4,\N,R,11,0.0,52,\N,\N,\N,\N,\N,\N,6,0,1970,32,Mexico,2227,0,0,,,,,,,,,,Australian
16197,9,10,\N,R,13,0.0,27,\N,\N,\N,\N,\N,\N,6,0,1970,32,Mexico,2227,0,0,,,,,,,,,,British
16199,2,9,\N,R,15,0.0,8,\N,\N,\N,\N,\N,\N,6,0,1970,32,Mexico,2227,0,0,,,,,,,,,,French
16201,11,16,\N,R,17,0.0,3,\N,\N,\N,\N,\N,\N,6,0,1970,32,Mexico,2227,0,0,,,,,,,,,,Swiss
16202,24,18,\N,R,18,0.0,1,\N,\N,\N,\N,\N,\N,6,0,1970,32,Mexico,2227,0,0,,,,,,,,,,Brazilian
16213,10,18,\N,R,11,0.0,40,\N,\N,\N,\N,\N,\N,6,0,1969,30,South Africa,1460,0,0,,,,,,,,,,British
16215,9,5,\N,R,13,0.0,34,\N,\N,\N,\N,\N,\N,6,0,1969,30,South Africa,1460,0,0,,,,,,,,,,New Zealander
16227,9,14,\N,R,7,0.0,73,\N,\N,\N,\N,\N,\N,6,0,1969,49,Spain,79,0,2,,,,,,,,,,Mexican
16228,15,2,\N,R,8,0.0,56,\N,\N,\N,\N,\N,\N,6,0,1969,49,Spain,79,0,2,,,,,,,,,,New Zealander
16229,3,5,\N,R,9,0.0,51,\N,\N,\N,\N,\N,\N,6,0,1969,49,Spain,79,0,2,,,,,,,,,,Australian
16232,11,11,\N,R,12,0.0,18,\N,\N,\N,\N,\N,\N,6,0,1969,49,Spain,79,0,2,,,,,,,,,,British
16246,10,14,\N,R,12,0.0,15,\N,\N,\N,\N,\N,\N,6,0,1969,6,Monaco,7,1,2,,,,,,,,,,Mexican
16275,6,6,\N,R,10,0.0,30,\N,\N,\N,\N,\N,\N,6,0,1969,51,France,790,0,1,,,,,,,,,,New Zealander
16289,12,8,\N,R,11,0.0,61,\N,\N,\N,\N,\N,\N,6,0,1969,9,UK,153,1,0,,,,,,,,,,Mexican
16293,18,16,\N,R,15,0.0,6,\N,\N,\N,\N,\N,\N,6,0,1969,9,UK,153,1,0,,,,,,,,,,Swedish
16317,30,8,8,8,8,0.0,64,\N,\N,\N,\N,\N,\N,6,0,1969,14,Italy,162,1,0,,,,,,,,,,Swiss
16324,6,14,\N,R,15,0.0,3,\N,\N,\N,\N,\N,\N,6,0,1969,14,Italy,162,1,0,,,,,,,,,,British
16333,1,7,\N,R,9,0.0,42,\N,\N,\N,\N,\N,\N,6,0,1969,48,Canada,332,0,0,,,,,,,,,,British
16339,14,14,\N,R,15,0.0,15,\N,\N,\N,\N,\N,\N,6,0,1969,48,Canada,332,0,0,,,,,,,,,,British
16343,15,12,\N,R,19,0.0,2,\N,\N,\N,\N,\N,\N,6,0,1969,48,Canada,332,0,0,,,,,,,,,,British
16353,7,8,\N,R,9,0.0,77,\N,\N,\N,\N,\N,\N,6,0,1969,46,USA,485,0,0,,,,,,,,,,Belgian
16354,22,9,\N,R,10,0.0,76,\N,\N,\N,\N,\N,\N,6,0,1969,46,USA,485,0,0,,,,,,,,,,Canadian
16355,4,7,\N,R,11,0.0,72,\N,\N,\N,\N,\N,\N,6,0,1969,46,USA,485,0,0,,,,,,,,,,French
16357,3,3,\N,R,13,0.0,35,\N,\N,\N,\N,\N,\N,6,0,1969,46,USA,485,0,0,,,,,,,,,,British
16359,15,14,\N,R,15,0.0,23,\N,\N,\N,\N,\N,\N,6,0,1969,46,USA,485,0,0,,,,,,,,,,British
16362,6,6,\N,R,18,0.0,0,\N,\N,\N,\N,\N,\N,6,0,1969,46,USA,485,0,0,,,,,,,,,,New Zealander
16393,16,3,\N,R,14,0.0,43,\N,\N,\N,\N,\N,\N,6,0,1968,30,South Africa,1460,0,0,,,,,,,,,,British
16395,25,20,\N,R,16,0.0,22,\N,\N,\N,\N,\N,\N,6,0,1968,30,South Africa,1460,0,0,,,,,,,,,,South African
16397,2,5,\N,R,18,0.0,16,\N,\N,\N,\N,\N,\N,6,0,1968,30,South Africa,1460,0,0,,,,,,,,,,Australian
16427,19,16,\N,R,11,0.0,9,\N,\N,\N,\N,\N,\N,6,0,1968,6,Monaco,7,1,2,,,,,,,,,,American
16443,14,7,\N,R,9,0.0,22,\N,\N,\N,\N,\N,\N,6,0,1968,13,Belgium,401,1,0,,,,,,,,,,British
16451,19,17,\N,R,17,0.0,5,\N,\N,\N,\N,\N,\N,6,0,1968,13,Belgium,401,1,0,,,,,,,,,,Austrian
16498,10,13,\N,R,10,0.0,52,\N,\N,\N,\N,\N,\N,6,0,1968,38,UK,145,0,0,,,,,,,,,,Mexican
16503,15,7,\N,R,15,0.0,26,\N,\N,\N,\N,\N,\N,6,0,1968,38,UK,145,0,0,,,,,,,,,,British
16504,18,14,\N,R,16,0.0,11,\N,\N,\N,\N,\N,\N,6,0,1968,38,UK,145,0,0,,,,,,,,,,French
16507,23,20,\N,R,19,0.0,6,\N,\N,\N,\N,\N,\N,6,0,1968,38,UK,145,0,0,,,,,,,,,,Swedish
16508,3,8,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,6,0,1968,38,UK,145,0,0,,,,,,,,,,Australian
16537,4,6,\N,R,9,0.0,42,\N,\N,\N,\N,\N,\N,6,0,1968,14,Italy,162,1,0,,,,,,,,,,British
16538,15,14,\N,R,10,0.0,42,\N,\N,\N,\N,\N,\N,6,0,1968,14,Italy,162,1,0,,,,,,,,,,British
16541,11,10,\N,R,13,0.0,33,\N,\N,\N,\N,\N,\N,6,0,1968,14,Italy,162,1,0,,,,,,,,,,Austrian
16542,26,15,\N,R,14,0.0,22,\N,\N,\N,\N,\N,\N,6,0,1968,14,Italy,162,1,0,,,,,,,,,,Mexican
16543,21,12,\N,R,15,0.0,19,\N,\N,\N,\N,\N,\N,6,0,1968,14,Italy,162,1,0,,,,,,,,,,American
16562,6,1,\N,R,12,0.0,39,\N,\N,\N,\N,\N,\N,6,0,1968,52,Canada,214,0,0,,,,,,,,,,Austrian
16581,3,8,\N,R,10,0.0,77,\N,\N,\N,\N,\N,\N,6,0,1968,46,USA,485,0,0,,,,,,,,,,Australian
16582,4,6,\N,R,11,0.0,73,\N,\N,\N,\N,\N,\N,6,0,1968,46,USA,485,0,0,,,,,,,,,,Austrian
16583,18,17,\N,R,12,0.0,71,\N,\N,\N,\N,\N,\N,6,0,1968,46,USA,485,0,0,,,,,,,,,,British
16588,9,19,\N,R,17,0.0,35,\N,\N,\N,\N,\N,\N,6,0,1968,46,USA,485,0,0,,,,,,,,,,American
16590,7,15,\N,R,19,0.0,14,\N,\N,\N,\N,\N,\N,6,0,1968,46,USA,485,0,0,,,,,,,,,,British
16604,22,19,\N,R,13,0.0,25,\N,\N,\N,\N,\N,\N,6,0,1968,32,Mexico,2227,0,0,,,,,,,,,,British
16605,19,21,\N,R,14,0.0,21,\N,\N,\N,\N,\N,\N,6,0,1968,32,Mexico,2227,0,0,,,,,,,,,,Belgian
16624,12,16,\N,R,12,0.0,41,\N,\N,\N,\N,\N,\N,6,0,1967,30,South Africa,1460,0,0,,,,,,,,,,Swiss
16625,3,7,\N,R,13,0.0,38,\N,\N,\N,\N,\N,\N,6,0,1967,30,South Africa,1460,0,0,,,,,,,,,,Austrian
16627,15,12,\N,R,15,0.0,30,\N,\N,\N,\N,\N,\N,6,0,1967,30,South Africa,1460,0,0,,,,,,,,,,Swedish
16628,7,3,\N,R,16,0.0,22,\N,\N,\N,\N,\N,\N,6,0,1967,30,South Africa,1460,0,0,,,,,,,,,,British
16630,5,9,\N,R,18,0.0,2,\N,\N,\N,\N,\N,\N,6,0,1967,30,South Africa,1460,0,0,,,,,,,,,,British
16640,7,3,\N,R,10,0.0,32,\N,\N,\N,\N,\N,\N,6,0,1967,6,Monaco,7,1,2,,,,,,,,,,British
16646,8,1,\N,R,16,0.0,0,\N,\N,\N,\N,\N,\N,6,0,1967,6,Monaco,7,1,2,,,,,,,,,,Australian
16664,6,1,\N,R,15,0.0,11,\N,\N,\N,\N,\N,\N,6,0,1967,39,Netherlands,6,0,0,,,,,,,,,,British
16675,30,13,9,9,9,0.0,25,\N,\N,\N,\N,\N,\N,6,0,1967,13,Belgium,401,1,0,,,,,,,,,,Mexican
16678,25,7,\N,R,12,0.0,15,\N,\N,\N,\N,\N,\N,6,0,1967,13,Belgium,401,1,0,,,,,,,,,,Australian
16679,26,14,\N,R,13,0.0,14,\N,\N,\N,\N,\N,\N,6,0,1967,13,Belgium,401,1,0,,,,,,,,,,New Zealander
16680,39,12,\N,R,14,0.0,10,\N,\N,\N,\N,\N,\N,6,0,1967,13,Belgium,401,1,0,,,,,,,,,,Swedish
16682,7,10,\N,R,16,0.0,1,\N,\N,\N,\N,\N,\N,6,0,1967,13,Belgium,401,1,0,,,,,,,,,,British
16683,17,15,\N,R,17,0.0,1,\N,\N,\N,\N,\N,\N,6,0,1967,13,Belgium,401,1,0,,,,,,,,,,British
16689,15,9,5,5,5,2.0,76,\N,\N,\N,\N,\N,\N,6,0,1967,54,France,67,0,0,,,,,,,,,,British
16694,12,8,\N,R,10,0.0,33,\N,\N,\N,\N,\N,\N,6,0,1967,54,France,67,0,0,,,,,,,,,,Austrian
16710,19,17,\N,R,11,0.0,67,\N,\N,\N,\N,\N,\N,6,0,1967,9,UK,153,1,0,,,,,,,,,,British
16711,6,2,\N,R,12,0.0,64,\N,\N,\N,\N,\N,\N,6,0,1967,9,UK,153,1,0,,,,,,,,,,British
16715,11,8,\N,R,16,0.0,26,\N,\N,\N,\N,\N,\N,6,0,1967,9,UK,153,1,0,,,,,,,,,,Austrian
16717,10,10,\N,R,18,0.0,14,\N,\N,\N,\N,\N,\N,6,0,1967,9,UK,153,1,0,,,,,,,,,,New Zealander
16718,17,18,\N,R,19,0.0,10,\N,\N,\N,\N,\N,\N,6,0,1967,9,UK,153,1,0,,,,,,,,,,Swiss
16719,23,9,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,6,0,1967,9,UK,153,1,0,,,,,,,,,,Swedish
16744,23,21,\N,R,24,0.0,2,\N,\N,\N,\N,\N,\N,6,0,1967,20,Germany,578,1,0,,,,,,,,,,French
16770,22,8,\N,R,8,0.0,58,\N,\N,\N,\N,\N,\N,6,0,1967,14,Italy,162,1,0,,,,,,,,,,British
16772,24,17,\N,R,10,0.0,50,\N,\N,\N,\N,\N,\N,6,0,1967,14,Italy,162,1,0,,,,,,,,,,Italian
16773,4,3,\N,R,11,0.0,46,\N,\N,\N,\N,\N,\N,6,0,1967,14,Italy,162,1,0,,,,,,,,,,New Zealander
16775,34,7,\N,R,13,0.0,45,\N,\N,\N,\N,\N,\N,6,0,1967,14,Italy,162,1,0,,,,,,,,,,British
16777,12,18,\N,R,15,0.0,26,\N,\N,\N,\N,\N,\N,6,0,1967,14,Italy,162,1,0,,,,,,,,,,French
16779,10,10,\N,R,17,0.0,5,\N,\N,\N,\N,\N,\N,6,0,1967,14,Italy,162,1,0,,,,,,,,,,Italian
16780,8,5,\N,R,18,0.0,4,\N,\N,\N,\N,\N,\N,6,0,1967,14,Italy,162,1,0,,,,,,,,,,American
16789,9,4,\N,R,9,0.0,95,\N,\N,\N,\N,\N,\N,6,0,1967,46,USA,485,0,0,,,,,,,,,,New Zealander
16792,19,17,\N,R,12,0.0,43,\N,\N,\N,\N,\N,\N,6,0,1967,46,USA,485,0,0,,,,,,,,,,French
16793,17,14,\N,R,13,0.0,41,\N,\N,\N,\N,\N,\N,6,0,1967,46,USA,485,0,0,,,,,,,,,,British
16794,8,13,\N,R,14,0.0,35,\N,\N,\N,\N,\N,\N,6,0,1967,46,USA,485,0,0,,,,,,,,,,British
16795,4,8,\N,R,15,0.0,33,\N,\N,\N,\N,\N,\N,6,0,1967,46,USA,485,0,0,,,,,,,,,,Austrian
16813,7,12,\N,R,15,0.0,24,\N,\N,\N,\N,\N,\N,6,0,1967,32,Mexico,2227,0,0,,,,,,,,,,British
16826,10,7,\N,R,9,0.0,56,\N,\N,\N,\N,\N,\N,6,0,1966,6,Monaco,7,1,2,,,,,,,,,,Austrian
16833,15,8,\N,R,16,0.0,3,\N,\N,\N,\N,\N,\N,6,0,1966,6,Monaco,7,1,2,,,,,,,,,,British
16845,10,10,\N,R,12,0.0,0,\N,\N,\N,\N,\N,\N,6,0,1966,13,Belgium,401,1,0,,,,,,,,,,British
16850,11,0,\N,W,17,0.0,0,\N,\N,\N,\N,\N,\N,6,0,1966,13,Belgium,401,1,0,,,,,,,,,,British
16864,16,8,\N,R,13,0.0,13,\N,\N,\N,\N,\N,\N,6,0,1966,55,France,88,0,1,,,,,,,,,,British
16885,4,8,\N,R,17,0.0,17,\N,\N,\N,\N,\N,\N,6,0,1966,38,UK,145,0,0,,,,,,,,,,British
16887,16,3,\N,R,19,0.0,9,\N,\N,\N,\N,\N,\N,6,0,1966,38,UK,145,0,0,,,,,,,,,,American
16888,23,18,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,6,0,1966,38,UK,145,0,0,,,,,,,,,,British
16898,28,11,\N,R,10,0.0,79,\N,\N,\N,\N,\N,\N,6,0,1966,39,Netherlands,6,0,0,,,,,,,,,,Swiss
16921,14,11,\N,R,16,0.0,3,\N,\N,\N,\N,\N,\N,6,0,1966,20,Germany,578,1,0,,,,,,,,,,American
16932,24,13,8,8,8,0.0,63,\N,\N,\N,\N,\N,\N,6,0,1966,14,Italy,162,1,0,,,,,,,,,,British
16936,36,17,\N,R,12,0.0,46,\N,\N,\N,\N,\N,\N,6,0,1966,14,Italy,162,1,0,,,,,,,,,,Swiss
16941,30,19,\N,R,17,0.0,7,\N,\N,\N,\N,\N,\N,6,0,1966,14,Italy,162,1,0,,,,,,,,,,American
16944,26,11,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,6,0,1966,14,Italy,162,1,0,,,,,,,,,,British
16956,14,18,\N,R,10,0.0,58,\N,\N,\N,\N,\N,\N,6,0,1966,46,USA,485,0,0,,,,,,,,,,American
16958,5,1,\N,R,12,0.0,55,\N,\N,\N,\N,\N,\N,6,0,1966,46,USA,485,0,0,,,,,,,,,,Australian
16959,4,6,\N,R,13,0.0,53,\N,\N,\N,\N,\N,\N,6,0,1966,46,USA,485,0,0,,,,,,,,,,British
16961,9,3,\N,R,15,0.0,34,\N,\N,\N,\N,\N,\N,6,0,1966,46,USA,485,0,0,,,,,,,,,,Italian
16962,6,7,\N,R,16,0.0,18,\N,\N,\N,\N,\N,\N,6,0,1966,46,USA,485,0,0,,,,,,,,,,New Zealander
16975,17,14,\N,R,10,0.0,40,\N,\N,\N,\N,\N,\N,6,0,1966,32,Mexico,2227,0,0,,,,,,,,,,New Zealander
16981,3,7,\N,R,16,0.0,18,\N,\N,\N,\N,\N,\N,6,0,1966,32,Mexico,2227,0,0,,,,,,,,,,British
17025,1,2,\N,R,11,0.0,43,\N,\N,\N,\N,\N,\N,6,0,1965,6,Monaco,7,1,2,,,,,,,,,,Australian
17028,11,11,\N,R,14,0.0,29,\N,\N,\N,\N,\N,\N,6,0,1965,6,Monaco,7,1,2,,,,,,,,,,Australian
17049,1,6,\N,R,18,0.0,5,\N,\N,\N,\N,\N,\N,6,0,1965,13,Belgium,401,1,0,,,,,,,,,,British
17064,14,5,\N,R,14,0.0,16,\N,\N,\N,\N,\N,\N,6,0,1965,51,France,790,0,1,,,,,,,,,,American
17081,10,12,14,14,14,0.0,62,\N,\N,\N,\N,\N,\N,6,0,1965,9,UK,153,1,0,,,,,,,,,,Austrian
17082,23,15,\N,R,15,0.0,41,\N,\N,\N,\N,\N,\N,6,0,1965,9,UK,153,1,0,,,,,,,,,,British
17087,2,9,\N,R,20,0.0,2,\N,\N,\N,\N,\N,\N,6,0,1965,9,UK,153,1,0,,,,,,,,,,Italian
17107,36,16,\N,R,17,0.0,11,\N,\N,\N,\N,\N,\N,6,0,1965,39,Netherlands,6,0,0,,,,,,,,,,British
17117,17,11,\N,R,10,0.0,9,\N,\N,\N,\N,\N,\N,6,0,1965,20,Germany,578,1,0,,,,,,,,,,Swiss
17140,6,15,12,12,12,0.0,58,\N,\N,\N,\N,\N,\N,6,0,1965,14,Italy,162,1,0,,,,,,,,,,Italian
17144,46,16,\N,R,16,0.0,45,\N,\N,\N,\N,\N,\N,6,0,1965,14,Italy,162,1,0,,,,,,,,,,Australian
17150,10,19,\N,R,22,0.0,12,\N,\N,\N,\N,\N,\N,6,0,1965,14,Italy,162,1,0,,,,,,,,,,Italian
17151,52,22,\N,R,23,0.0,8,\N,\N,\N,\N,\N,\N,6,0,1965,14,Italy,162,1,0,,,,,,,,,,Italian
17166,5,9,\N,R,15,0.0,11,\N,\N,\N,\N,\N,\N,6,0,1965,46,USA,485,0,0,,,,,,,,,,British
17168,6,4,\N,R,17,0.0,9,\N,\N,\N,\N,\N,\N,6,0,1965,46,USA,485,0,0,,,,,,,,,,British
17178,3,5,\N,R,9,0.0,56,\N,\N,\N,\N,\N,\N,6,0,1965,32,Mexico,2227,0,0,,,,,,,,,,British
17186,5,1,\N,R,17,0.0,8,\N,\N,\N,\N,\N,\N,6,0,1965,32,Mexico,2227,0,0,,,,,,,,,,British
17192,12,1,4,4,4,3.0,96,\N,\N,\N,\N,\N,\N,6,0,1964,6,Monaco,7,1,2,,,,,,,,,,British
17228,28,17,\N,R,17,0.0,8,\N,\N,\N,\N,\N,\N,6,0,1964,39,Netherlands,6,0,0,,,,,,,,,,Dutch
17241,17,13,\N,R,12,0.0,14,\N,\N,\N,\N,\N,\N,6,0,1964,13,Belgium,401,1,0,,,,,,,,,,Swiss
17242,21,15,\N,R,13,0.0,13,\N,\N,\N,\N,\N,\N,6,0,1964,13,Belgium,401,1,0,,,,,,,,,,American
17243,11,9,\N,R,14,0.0,12,\N,\N,\N,\N,\N,\N,6,0,1964,13,Belgium,401,1,0,,,,,,,,,,Italian
17244,28,20,\N,R,15,0.0,11,\N,\N,\N,\N,\N,\N,6,0,1964,13,Belgium,401,1,0,,,,,,,,,,Belgian
17246,10,5,\N,R,17,0.0,4,\N,\N,\N,\N,\N,\N,6,0,1964,13,Belgium,401,1,0,,,,,,,,,,British
17247,27,11,\N,R,18,0.0,3,\N,\N,\N,\N,\N,\N,6,0,1964,13,Belgium,401,1,0,,,,,,,,,,New Zealander
17261,2,1,\N,R,14,0.0,31,\N,\N,\N,\N,\N,\N,6,0,1964,53,France,81,0,1,,,,,,,,,,British
17262,24,3,\N,R,15,0.0,6,\N,\N,\N,\N,\N,\N,6,0,1964,53,France,81,0,1,,,,,,,,,,British
17304,1,2,\N,R,15,0.0,7,\N,\N,\N,\N,\N,\N,6,0,1964,20,Germany,578,1,0,,,,,,,,,,British
17305,9,7,\N,R,16,0.0,4,\N,\N,\N,\N,\N,\N,6,0,1964,20,Germany,578,1,0,,,,,,,,,,New Zealander
17309,10,8,\N,R,20,0.0,1,\N,\N,\N,\N,\N,\N,6,0,1964,20,Germany,578,1,0,,,,,,,,,,American
17311,15,13,\N,R,22,0.0,0,\N,\N,\N,\N,\N,\N,6,0,1964,20,Germany,578,1,0,,,,,,,,,,British
17325,9,9,\N,R,13,0.0,43,\N,\N,\N,\N,\N,\N,6,0,1964,57,Austria,676,0,1,,,,,,,,,,New Zealander
17331,16,17,\N,R,19,0.0,7,\N,\N,\N,\N,\N,\N,6,0,1964,57,Austria,676,0,1,,,,,,,,,,New Zealander
17346,14,11,14,14,14,0.0,59,\N,\N,\N,\N,\N,\N,6,0,1964,14,Italy,162,1,0,,,,,,,,,,Australian
17347,8,4,15,15,15,0.0,28,\N,\N,\N,\N,\N,\N,6,0,1964,14,Italy,162,1,0,,,,,,,,,,British
17351,40,17,\N,R,19,0.0,5,\N,\N,\N,\N,\N,\N,6,0,1964,14,Italy,162,1,0,,,,,,,,,,British
17367,8,8,\N,R,11,0.0,58,\N,\N,\N,\N,\N,\N,6,0,1964,46,USA,485,0,0,,,,,,,,,,Italian
17370,15,11,\N,R,14,0.0,47,\N,\N,\N,\N,\N,\N,6,0,1964,46,USA,485,0,0,,,,,,,,,,New Zealander
17372,9,5,\N,R,16,0.0,27,\N,\N,\N,\N,\N,\N,6,0,1964,46,USA,485,0,0,,,,,,,,,,New Zealander
17373,5,7,\N,R,17,0.0,14,\N,\N,\N,\N,\N,\N,6,0,1964,46,USA,485,0,0,,,,,,,,,,Australian
17380,1,1,5,5,5,2.0,64,\N,\N,\N,\N,\N,\N,6,0,1964,32,Mexico,2227,0,0,,,,,,,,,,British
17384,10,15,9,9,9,0.0,63,\N,\N,\N,\N,\N,\N,6,0,1964,32,Mexico,2227,0,0,,,,,,,,,,American
17409,25,12,\N,R,15,0.0,3,\N,\N,\N,\N,\N,\N,6,0,1963,6,Monaco,7,1,2,,,,,,,,,,Swiss
17504,9,2,\N,R,16,0.0,59,\N,\N,\N,\N,\N,\N,6,0,1963,9,UK,153,1,0,,,,,,,,,,American
17507,8,4,\N,R,19,0.0,27,\N,\N,\N,\N,\N,\N,6,0,1963,9,UK,153,1,0,,,,,,,,,,Australian
17511,6,6,\N,R,23,0.0,6,\N,\N,\N,\N,\N,\N,6,0,1963,9,UK,153,1,0,,,,,,,,,,New Zealander
17526,6,10,\N,R,12,0.0,7,\N,\N,\N,\N,\N,\N,6,0,1963,20,Germany,578,1,0,,,,,,,,,,South African
17547,32,10,4,4,4,3.0,84,\N,\N,\N,\N,\N,\N,6,0,1963,14,Italy,162,1,0,,,,,,,,,,British
17562,42,12,\N,R,19,0.0,26,\N,\N,\N,\N,\N,\N,6,0,1963,14,Italy,162,1,0,,,,,,,,,,American
17563,4,1,\N,R,20,0.0,16,\N,\N,\N,\N,\N,\N,6,0,1963,14,Italy,162,1,0,,,,,,,,,,British
17585,23,3,9,9,9,0.0,82,\N,\N,\N,\N,\N,\N,6,0,1963,46,USA,485,0,0,,,,,,,,,,British
17592,10,13,\N,R,16,0.0,36,\N,\N,\N,\N,\N,\N,6,0,1963,46,USA,485,0,0,,,,,,,,,,Mexican
17594,17,8,\N,R,18,0.0,14,\N,\N,\N,\N,\N,\N,6,0,1963,46,USA,485,0,0,,,,,,,,,,American
17611,13,11,11,11,11,0.0,57,\N,\N,\N,\N,\N,\N,6,0,1963,32,Mexico,2227,0,0,,,,,,,,,,Mexican
17614,3,6,\N,R,14,0.0,30,\N,\N,\N,\N,\N,\N,6,0,1963,32,Mexico,2227,0,0,,,,,,,,,,New Zealander
17618,9,12,\N,R,18,0.0,19,\N,\N,\N,\N,\N,\N,6,0,1963,32,Mexico,2227,0,0,,,,,,,,,,British
17619,26,21,\N,R,19,0.0,12,\N,\N,\N,\N,\N,\N,6,0,1963,32,Mexico,2227,0,0,,,,,,,,,,Italian
17621,4,13,\N,R,21,0.0,7,\N,\N,\N,\N,\N,\N,6,0,1963,32,Mexico,2227,0,0,,,,,,,,,,South African
17653,10,2,6,6,6,1.0,92,\N,\N,\N,\N,\N,\N,6,0,1962,6,Monaco,7,1,2,,,,,,,,,,British
17736,2,12,\N,R,17,0.0,47,\N,\N,\N,\N,\N,\N,6,0,1962,58,UK,20,0,1,,,,,,,,,,American
17740,48,18,\N,R,21,0.0,6,\N,\N,\N,\N,\N,\N,6,0,1962,58,UK,20,0,1,,,,,,,,,,New Zealander
17792,46,8,\N,R,16,0.0,42,\N,\N,\N,\N,\N,\N,6,0,1962,14,Italy,162,1,0,,,,,,,,,,British
17793,44,13,\N,R,17,0.0,41,\N,\N,\N,\N,\N,\N,6,0,1962,14,Italy,162,1,0,,,,,,,,,,British
17795,48,21,\N,R,19,0.0,18,\N,\N,\N,\N,\N,\N,6,0,1962,14,Italy,162,1,0,,,,,,,,,,American
17821,5,2,\N,R,14,0.0,35,\N,\N,\N,\N,\N,\N,6,0,1962,46,USA,485,0,0,,,,,,,,,,American
17824,18,20,\N,R,17,0.0,19,\N,\N,\N,\N,\N,\N,6,0,1962,46,USA,485,0,0,,,,,,,,,,British
17843,6,5,\N,R,16,0.0,26,\N,\N,\N,\N,\N,\N,6,0,1962,56,South Africa,15,0,0,,,,,,,,,,British
17859,22,12,11,11,11,0.0,68,\N,\N,\N,\N,\N,\N,6,0,1961,6,Monaco,7,1,2,,,,,,,,,,British
17861,16,8,13,13,13,0.0,54,\N,\N,\N,\N,\N,\N,6,0,1961,6,Monaco,7,1,2,,,,,,,,,,British
17903,28,11,\N,R,17,0.0,12,\N,\N,\N,\N,\N,\N,6,0,1961,13,Belgium,401,1,0,,,,,,,,,,Australian
17905,32,18,\N,R,19,0.0,9,\N,\N,\N,\N,\N,\N,6,0,1961,13,Belgium,401,1,0,,,,,,,,,,British
17929,48,20,\N,R,17,0.0,27,\N,\N,\N,\N,\N,\N,6,0,1961,55,France,88,0,1,,,,,,,,,,Belgian
